TIME,Value
1998-07,98.4412067130981
1998-08,98.638527744314
1998-09,98.8364255166862
1998-10,99.0348286898757
1998-11,99.2312162782406
1998-12,99.4183106862113
1999-01,99.5837863284898
1999-02,99.7192714306434
1999-03,99.8509685953907
1999-04,100.016224676771
1999-05,100.243888591718
1999-06,100.501110215006
1999-07,100.745813905103
1999-08,100.949614321695
1999-09,101.133250176395
1999-10,101.330866280629
1999-11,101.574460155425
1999-12,101.864348391661
2000-01,102.205710216079
2000-02,102.598836695847
2000-03,102.977906354958
2000-04,103.238064855661
2000-05,103.276561500568
2000-06,103.152796893156
2000-07,102.909757572458
2000-08,102.557711900074
2000-09,102.177180660462
2000-10,101.850776572115
2000-11,101.623529365959
2000-12,101.409083712498
2001-01,101.076877707562
2001-02,100.526519805365
2001-03,99.8799261030372
2001-04,99.3033208967291
2001-05,98.9254730378389
2001-06,98.6859437932256
2001-07,98.5168384955346
2001-08,98.3862395792464
2001-09,98.2712156698032
2001-10,98.1763655235744
2001-11,98.1367869609776
2001-12,98.2008720363844
2002-01,98.4698856007179
2002-02,99.0338802260449
2002-03,99.7026826412435
2002-04,100.226283940933
2002-05,100.410422004534
2002-06,100.377365030835
2002-07,100.269718498073
2002-08,100.171427161304
2002-09,100.103366608846
2002-10,100.065607110887
2002-11,100.049446683781
2002-12,100.019143099847
2003-01,99.9280743144726
2003-02,99.7490420500478
2003-03,99.5653405813423
2003-04,99.4976653032023
2003-05,99.6356905025311
2003-06,99.8536209397034
2003-07,99.980317834123
2003-08,99.889519611938
2003-09,99.6812961965081
2003-10,99.4927097897832
2003-11,99.4259008469267
2003-12,99.4565370422345
2004-01,99.5566497001523
2004-02,99.7200250881294
2004-03,99.9181192468617
2004-04,100.13277881088
2004-05,100.354243058381
2004-06,100.562580555774
2004-07,100.730334862827
2004-08,100.838296987914
2004-09,100.931861033612
2004-10,101.069089559773
2004-11,101.283177025986
2004-12,101.501248753581
2005-01,101.610410900218
2005-02,101.519816173102
2005-03,101.331639123149
2005-04,101.179547175378
2005-05,101.164753982141
2005-06,101.255987674163
2005-07,101.416339030107
2005-08,101.62408276087
2005-09,101.824381129965
2005-10,101.945650175399
2005-11,101.923371293226
2005-12,101.802932144761
2006-01,101.621836818343
2006-02,101.390076257401
2006-03,101.131154866467
2006-04,100.861727375394
2006-05,100.598396533561
2006-06,100.375016904228
2006-07,100.253902009634
2006-08,100.297080263608
2006-09,100.435286169441
2006-10,100.592864530388
2006-11,100.717647008327
2006-12,100.791456227291
2007-01,100.789364527772
2007-02,100.689925979999
2007-03,100.561309315699
2007-04,100.492654011385
2007-05,100.554604488176
2007-06,100.699882951622
2007-07,100.8694213794
2007-08,101.015165522352
2007-09,101.098618941187
2007-10,101.05715383986
2007-11,100.832612623048
2007-12,100.524827973809
2008-01,100.251985397342
2008-02,100.094229197179
2008-03,100.0023263786
2008-04,99.8993953606381
2008-05,99.716781306498
2008-06,99.440959653354
2008-07,99.0440264697656
2008-08,98.5073964120956
2008-09,97.9666122113732
2008-10,97.6036586171084
2008-11,97.5434304841607
2008-12,97.5723702531485
2009-01,97.3947922919617
2009-02,96.8000393353384
2009-03,96.0361566546156
2009-04,95.4521777156117
2009-05,95.3095395606067
2009-06,95.4135944486051
2009-07,95.5083717070663
2009-08,95.4246465406319
2009-09,95.2372864693908
2009-10,95.0968527985871
2009-11,95.1648369931357
2009-12,95.5019706517007
2010-01,96.2523650088719
2010-02,97.5585009733259
2010-03,99.0629584673809
2010-04,100.311118851461
2010-05,100.95554581896
2010-06,101.216663401081
2010-07,101.350383975661
2010-08,101.499045661367
2010-09,101.669746719447
2010-10,101.809793820662
2010-11,101.860110939855
2010-12,101.839302207379
2011-01,101.765321045823
2011-02,101.648265158413
2011-03,101.536343946479
2011-04,101.492865676466
2011-05,101.568089971465
2011-06,101.702637360822
2011-07,101.820347449623
2011-08,101.861813993821
2011-09,101.834757275918
2011-10,101.744543816689
2011-11,101.593229349
2011-12,101.44175853296
2012-01,101.365183215046
2012-02,101.408037035576
2012-03,101.464814538059
2012-04,101.377186069069
2012-05,101.017288996163
2012-06,100.515424897281
2012-07,100.031668007949
2012-08,99.6694406944736
2012-09,99.3709817175807
2012-10,99.0554635932435
2012-11,98.6933416169312
2012-12,98.3977620353015
2013-01,98.3664778613025
2013-02,98.7572222945936
2013-03,99.2987867343343
2013-04,99.6286336919902
