Indicator,Indicator_Code,1990M01,1990M02,1990M03,1990M04,1990M05,1990M06,1990M07,1990M08,1990M09,1990M10,1990M11,1990M12,1991M01,1991M02,1991M03,1991M04,1991M05,1991M06,1991M07,1991M08,1991M09,1991M10,1991M11,1991M12,1992M01,1992M02,1992M03,1992M04,1992M05,1992M06,1992M07,1992M08,1992M09,1992M10,1992M11,1992M12,1993M01,1993M02,1993M03,1993M04,1993M05,1993M06,1993M07,1993M08,1993M09,1993M10,1993M11,1993M12,1994M01,1994M02,1994M03,1994M04,1994M05,1994M06,1994M07,1994M08,1994M09,1994M10,1994M11,1994M12,1995M01,1995M02,1995M03,1995M04,1995M05,1995M06,1995M07,1995M08,1995M09,1995M10,1995M11,1995M12,1996M01,1996M02,1996M03,1996M04,1996M05,1996M06,1996M07,1996M08,1996M09,1996M10,1996M11,1996M12,1997M01,1997M02,1997M03,1997M04,1997M05,1997M06,1997M07,1997M08,1997M09,1997M10,1997M11,1997M12,1998M01,1998M02,1998M03,1998M04,1998M05,1998M06,1998M07,1998M08,1998M09,1998M10,1998M11,1998M12,1999M01,1999M02,1999M03,1999M04,1999M05,1999M06,1999M07,1999M08,1999M09,1999M10,1999M11,1999M12,2000M01,2000M02,2000M03,2000M04,2000M05,2000M06,2000M07,2000M08,2000M09,2000M10,2000M11,2000M12,2001M01,2001M02,2001M03,2001M04,2001M05,2001M06,2001M07,2001M08,2001M09,2001M10,2001M11,2001M12,2002M01,2002M02,2002M03,2002M04,2002M05,2002M06,2002M07,2002M08,2002M09,2002M10,2002M11,2002M12,2003M01,2003M02,2003M03,2003M04,2003M05,2003M06,2003M07,2003M08,2003M09,2003M10,2003M11,2003M12,2004M01,2004M02,2004M03,2004M04,2004M05,2004M06,2004M07,2004M08,2004M09,2004M10,2004M11,2004M12,2005M01,2005M02,2005M03,2005M04,2005M05,2005M06,2005M07,2005M08,2005M09,2005M10,2005M11,2005M12,2006M01,2006M02,2006M03,2006M04,2006M05,2006M06,2006M07,2006M08,2006M09,2006M10,2006M11,2006M12,2007M01,2007M02,2007M03,2007M04,2007M05,2007M06,2007M07,2007M08,2007M09,2007M10,2007M11,2007M12,2008M01,2008M02,2008M03,2008M04,2008M05,2008M06,2008M07,2008M08,2008M09,2008M10,2008M11,2008M12,2009M01,2009M02,2009M03,2009M04,2009M05,2009M06,2009M07,2009M08,2009M09,2009M10,2009M11,2009M12,2010M01,2010M02,2010M03,2010M04,2010M05,2010M06,2010M07,2010M08,2010M09,2010M10,2010M11,2010M12,2011M01,2011M02,2011M03,2011M04,2011M05,2011M06,2011M07,2011M08,2011M09,2011M10,2011M11,2011M12,2012M01,2012M02,2012M03,2012M04,2012M05,2012M06,2012M07,2012M08,2012M09,2012M10,2012M11,2012M12,2013M01,2013M02,2013M03,2013M04,2013M05,2013M06,2013M07,2013M08,2013M09,2013M10,2013M11,2013M12,2014M01,2014M02,2014M03,2014M04,2014M05,2014M06,2014M07,2014M08,2014M09,2014M10,2014M11,2014M12,2015M01,2015M02,2015M03,2015M04,2015M05,2015M06,2015M07,2015M08,2015M09,2015M10,2015M11,2015M12,2016M01,2016M02,2016M03,2016M04,2016M05,2016M06,2016M07,2016M08,2016M09,2016M10,2016M11,2016M12,2017M01,2017M02,2017M03,2017M04,2017M05,2017M06,2017M07,2017M08,2017M09,2017M10,2017M11,2017M12,2018M01,2018M02,2018M03,2018M04,2018M05,2018M06,2018M07,2018M08,2018M09,2018M10,2018M11,2018M12,2019M01,2019M02,2019M03,2019M04,2019M05,2019M06,2019M07,2019M08,2019M09,2019M10,2019M11,2019M12,2020M01,2020M02,2020M03,2020M04,2020M05,2020M06,2020M07,2020M08,2020M09,2020M10,2020M11,2020M12,2021M01,2021M02,2021M03,2021M04,2021M05,2021M06,2021M07,2021M08,2021M09,2021M10,2021M11,2021M12,2022M01,2022M02,2022M03,2022M04,2022M05,2022M06,2022M07,2022M08,2022M09,2022M10,2022M11,2022M12,2023M01,2023M02,2023M03
"Employment, Persons, Number of",LE_PE_NUM,116944,117192,117986,118218,119148,120523,120882,120096,118782,119175,118463,118110,115837,115941,116440,117472,117428,119151,119666,118758,118156,118404,117972,117395,115928,116024,116929,117776,118388,119831,120744,120070,118880,119185,119159,118990,117027,117646,118350,118781,120142,121587,122352,122018,120673,121389,121568,121578,119839.858,120486.297,120873.963,121606.888,122946.034,123853.792,124795.425,124671.769,123946.46,125018.664,125087.865,124850.051,122644.321,123472.381,123955.117,124371.395,124771.403,125893.706,126823.853,125962.121,125326.749,126079.313,125652.308,125096.903,123146.436,124165.754,125064.271,125586.293,126563.761,127963.559,128848.927,128178.293,127643.765,128553.628,128208.692,127896.317,126408.646,126933.581,128269.619,128769.604,129715.88,130553.642,131458.635,131097.386,130130.94,130856.614,131148.721,130909.525,128881.93,129481.838,130150.34,130735.295,131475.625,132264.62,132768.526,132205.855,131864.052,132424.361,132576.961,132731.848,131338.977,131638.75,132298.885,132551.994,133411.307,134395.452,134800.11,134264.439,133555.408,134389.745,134514.982,134696.003,134912.01,135490.461,136053.896,136926.528,136684.682,137914.742,137768.747,137307.9,136789.817,137532.484,137460.966,137845.572,136180.959,136577.152,137154.505,137021.538,137121.476,137737.118,138239.348,136809.368,136835.297,136885.055,136370.119,136269.152,134176.928,135443.388,135557.744,135902.71,136558.565,137181.398,137495.473,137294.656,137376.867,137551.43,136683.79,136598.622,135906.819,136433.1,136783.461,137424.263,137567.052,138468.339,138503.421,138137.107,137730.716,138618.903,138700.246,138556.375,136924.092,137384.132,137691.006,138422.764,138867.371,139861.458,140699.739,140225.905,139640.966,140447.144,140580.858,140278.255,138681.539,139099.799,139758.638,140938.764,141590.939,142456.119,143282.967,143141.736,142579.157,143339.823,142968.114,142918.106,141481.487,141994.188,142772.142,143405.007,144040.696,145215.985,145606.032,145379.316,145010.199,146125.444,146013.874,146080.526,144274.727,144479.471,145323.088,145297.069,145863.735,146957.614,147314.734,146405.582,146447.721,146742.817,147118.07,146333.6,144606.897,144549.591,145108.298,145921.055,145926.579,146649.114,146867.322,145908.537,145310.105,145542.815,144608.585,143349.729,140436.391,140105.414,139832.8,140585.512,140363.183,140825.918,141054.663,140074.149,139078.8,139088.205,139131.963,137952.543,136809.298,137203.2,137982.575,139302.385,139496.995,139882.484,140133.538,139919.148,139714.507,139748.8,139415.277,139159.413,137598.579,138092.761,138962.222,139661.352,140027.953,140129.476,140383.628,140335.345,140501.926,140986.538,141070,140680.729,139944.115,140683.729,141412.456,141994.866,142726.779,143201.529,143126.31,142558.49,143333.329,144038.6,143549.189,143059.762,141613.769,142227.796,142697.603,143724.434,144431.759,144841.299,145112.521,144509.25,144650.984,144144.3,144774.949,144423.413,143526.012,144133.608,145090.465,145766.561,146397.895,147103.789,147265.212,146646.919,146941.227,147936.069,147666.368,147189.893,146551.855,147118.095,147635.437,148587.432,149348.907,149645.452,149722.249,149227.684,148979.771,149716.181,149766.489,149702.787,149037.397,150060.491,150737.75,151074.991,151593.526,151990.304,152437.138,151803.725,151977.38,152335.108,152385.206,151797.946,150526.824,151594.449,152627.837,153262.256,153406.945,154086.277,154470.351,153576.038,154493.603,154223.032,154180.095,153601.542,152848.022,154403.296,154876.719,155348.218,156009.394,156464.803,157003.84,155539.205,156191.234,156952.291,157014.576,156480.999,154964.135,156167.471,156440.796,156709.704,157152.136,157828.119,158385.005,157816.126,158478.198,159066.728,158944.76,158503.644,156993.732,158017.404,155167.192,133325.808,137461.048,142811.07,144492.191,147224.148,147795.84,150433.481,150203.485,149612.899,148382.936,149522.059,150492.839,151159.727,151778.243,152283.257,153595.741,153232.063,154025.931,154966.358,155796.949,155731.961,155618.247,156942.488,158105.691,157991.012,158609.352,158677.866,159066.763,158714.189,159003.149,...,...,...,...,...,...
"Unemployment, Persons, Number of",LU_PE_NUM,7413,7296,6852,6620,6533,6884,7137,7008,7003,6892,7396,7525,8787,9121,8995,8226,8435,8992,8792,8439,8270,8232,8494,8755,10186,10401,9913,9135,9389,10366,10099,9605,9316,8813,9086,9045,10158,10004,9478,8835,8807,9473,9223,8655,8302,8296,8094,7959,9486.091,9275.516,8871.644,8096.537,7656.036,8285.563,8287.704,7939.633,7410.585,7214.275,7042.514,6761.17,8168.747,7720.876,7565.511,7493.675,7298.305,7806.234,7986.226,7555.529,7241.234,6977.128,7059.126,6962.024,8310.267,7926.219,7759.419,7196.335,7209.502,7450.366,7757.413,6966.444,6807.327,6683.023,6896.48,6776.345,8057.037,7752.025,7479.774,6640.85,6504.922,7157.768,7053.859,6572.869,6473.438,6089.043,6033.531,6098.434,7068.753,6803.752,6816.49,5643.407,5764.422,6533.872,6566.992,6173.19,6039.248,5830.642,5710.73,5564.771,6603.98,6563.394,6118.76,5687.916,5507.468,6271.027,6318.974,5825.739,5661.24,5371.738,5380.252,5244.723,6315.749,6284.407,6068.792,5211.92,5459.739,5959.264,6028.345,5863.292,5358.99,5152.548,5335.624,5263.962,6647.491,6522.896,6509.267,6004.468,5901.241,6815.674,6857.751,7016.819,6765.945,7174.967,7616.974,7772.877,9050.638,8822.804,8775.99,8255.351,7968.695,8758.134,8693.073,8270.537,7789.838,7768.974,8169.963,8208.533,9394.554,9260.333,9017.863,8501.061,8499.977,9648.827,9318.506,8829.603,8435.521,8168.507,8269.109,7944.916,9144.307,8769.75,8833.77,7836.98,7792.061,8616.177,8517.57,7939.919,7544.878,7530.643,7664.986,7598.985,8443.593,8549.378,7986.297,7335.191,7287.35,7870.484,7838.607,7327.444,7259.092,6964.118,7271.179,6956.023,7608.477,7692.003,7255.019,6804.19,6655.164,7340.874,7601.989,7085.968,6624.555,6271.661,6575.872,6490.679,7649.108,7399.545,6912.512,6532.213,6486.049,7294.743,7556.153,7087.832,6952.184,6772.683,6916.934,7371.395,8221.166,7953.284,8026.98,7286.931,8076.402,8932.867,9432.998,9478.847,9199.018,9468.807,10015.014,10998.803,13008.975,13698.803,13895.116,13248.311,13973.17,15094.786,15200.681,14822.569,14537.947,14547.079,14406.985,14740.121,16147.402,15991.24,15677.832,14608.924,14369.221,14884.787,15136.651,14759.121,14139.758,13903.139,14282.349,13996.832,14937.371,14541.943,14060.121,13236.889,13420.634,14408.985,14428.249,14008.354,13520.063,13101.881,12613.077,12692.003,13541.082,13430.133,12903.73,11909.975,12271.207,13183.699,13399.931,12696.326,11741.506,11740.645,11404.157,11844.442,13180.59,12499.666,11814.589,11014.478,11301.944,12247.844,12083.275,11461.922,10884.577,10773.285,10270.901,9984.3,10854.611,10893.468,10536.975,9078.712,9442.727,9893.457,10307.322,9787.276,8962.072,8679.982,8630.415,8331.449,9497.71,9095.159,8682.324,7966.488,8370.462,8637.765,8804.68,8162.214,7627.517,7597.208,7573.219,7542.448,8309.274,8218.544,8116.309,7412.608,7206.549,8144.199,8267.366,7996.152,7658.326,7447.424,7066.107,7169.979,8149.072,7887.219,7284.369,6555.152,6572.075,7250.244,7440.729,7287.102,6555.598,6241.838,6285.79,6278.127,7188.921,7090.88,6671.167,5931.588,5755.553,6811.91,6729.95,6370.071,5766.323,5770.535,5650.066,6029.492,7140.315,6625.178,6381.849,5386.908,5502.554,6291.635,6556.234,6202.867,5465.021,5509.59,5440.894,5503.323,6503.512,6217.657,7369.895,22504.085,20513.638,18072.22,16882.273,13742.174,12276.695,10619.701,10264.21,10403.69,10850.605,10486.085,9904.659,9219.734,8828.544,9883.444,9221.19,8556.073,7366.412,6896.261,6302.107,5963.621,7206.583,6782.061,6168.358,5458.374,5547.838,6334.494,6254.504,6256.358,5459.522,...,...,...,...,...,...
"Labor Markets, Unemployment Rate, Percent",LUR_PT,6,5.9,5.5,5.3,5.2,5.4,5.6,5.5,5.6,5.5,5.9,6,7.1,7.3,7.2,6.5,6.7,7,6.8,6.6,6.5,6.5,6.7,6.9,8.1,8.2,7.8,7.2,7.3,8,7.7,7.4,7.3,6.9,7.1,7.1,8,7.8,7.4,6.9,6.8,7.2,7,6.6,6.4,6.4,6.2,6.1,7.34,7.15,6.84,6.24,5.86,6.27,6.23,5.99,5.64,5.46,5.33,5.14,6.24,5.89,5.75,5.68,5.53,5.84,5.92,5.66,5.46,5.24,5.32,5.27,6.32,6,5.84,5.42,5.39,5.5,5.68,5.15,5.06,4.94,5.1,5.03,5.99,5.76,5.51,4.9,4.78,5.2,5.09,4.77,4.74,4.45,4.4,4.45,5.2,4.99,4.98,4.14,4.2,4.71,4.71,4.46,4.38,4.22,4.13,4.02,4.79,4.75,4.42,4.11,3.96,4.46,4.48,4.16,4.07,3.84,3.85,3.75,4.47,4.43,4.27,3.67,3.84,4.14,4.19,4.1,3.77,3.61,3.74,3.68,4.65,4.56,4.53,4.2,4.13,4.72,4.73,4.88,4.71,4.98,5.29,5.4,6.32,6.12,6.08,5.73,5.51,6,5.95,5.68,5.37,5.35,5.64,5.67,6.47,6.36,6.19,5.83,5.82,6.51,6.3,6.01,5.77,5.56,5.63,5.42,6.26,6,6.03,5.36,5.31,5.8,5.71,5.36,5.13,5.09,5.17,5.14,5.74,5.79,5.41,4.95,4.89,5.24,5.19,4.87,4.84,4.63,4.84,4.64,5.1,5.14,4.84,4.53,4.42,4.81,4.96,4.65,4.37,4.12,4.31,4.25,5.03,4.87,4.54,4.3,4.26,4.73,4.88,4.62,4.53,4.41,4.49,4.8,5.38,5.22,5.24,4.76,5.24,5.74,6.04,6.1,5.95,6.11,6.48,7.13,8.48,8.91,9.04,8.61,9.05,9.68,9.73,9.57,9.46,9.47,9.38,9.65,10.56,10.44,10.2,9.49,9.34,9.62,9.75,9.54,9.19,9.05,9.29,9.14,9.79,9.53,9.19,8.66,8.75,9.32,9.32,9.08,8.78,8.5,8.21,8.28,8.82,8.71,8.36,7.74,7.92,8.43,8.56,8.18,7.57,7.54,7.36,7.65,8.51,8.08,7.65,7.12,7.26,7.8,7.69,7.35,7,6.95,6.62,6.47,7.03,7.03,6.77,5.86,6.06,6.3,6.54,6.26,5.75,5.54,5.52,5.36,6.09,5.82,5.55,5.09,5.31,5.46,5.55,5.19,4.87,4.83,4.81,4.8,5.28,5.19,5.11,4.68,4.54,5.09,5.14,5,4.8,4.66,4.43,4.51,5.14,4.95,4.56,4.1,4.11,4.49,4.6,4.53,4.07,3.89,3.92,3.93,4.49,4.39,4.13,3.68,3.56,4.17,4.11,3.93,3.56,3.55,3.47,3.71,4.4,4.07,3.92,3.32,3.38,3.83,3.97,3.78,3.33,3.35,3.31,3.36,3.98,3.79,4.53,14.44,12.99,11.23,10.46,8.54,7.67,6.59,6.4,6.5,6.81,6.55,6.18,5.75,5.5,6.09,5.66,5.29,4.56,4.26,3.89,3.69,4.43,4.14,3.75,3.34,3.38,3.84,3.78,3.79,3.32,...,...,...,...,...,...
