Trade_Direction,2008-10-01 00:00:00,2008-11-01 00:00:00,2008-12-01 00:00:00,2009-01-01 00:00:00,2009-02-01 00:00:00,2009-03-01 00:00:00,2009-04-01 00:00:00,2009-05-01 00:00:00,2009-06-01 00:00:00,2009-07-01 00:00:00,2009-08-01 00:00:00,2009-09-01 00:00:00,2009-10-01 00:00:00,2009-11-01 00:00:00,2009-12-01 00:00:00,2010-01-01 00:00:00,2010-02-01 00:00:00,2010-03-01 00:00:00,2010-04-01 00:00:00,2010-05-01 00:00:00,2010-06-01 00:00:00,2010-07-01 00:00:00,2010-08-01 00:00:00,2010-09-01 00:00:00,2010-10-01 00:00:00,2010-11-01 00:00:00,2010-12-01 00:00:00,2011-01-01 00:00:00,2011-02-01 00:00:00,2011-03-01 00:00:00,2011-04-01 00:00:00,2011-05-01 00:00:00,2011-06-01 00:00:00,2011-07-01 00:00:00,2011-08-01 00:00:00,2011-09-01 00:00:00,2011-10-01 00:00:00,2011-11-01 00:00:00,2011-12-01 00:00:00,2012-01-01 00:00:00,2012-02-01 00:00:00,2012-03-01 00:00:00,2012-04-01 00:00:00,2012-05-01 00:00:00,2012-06-01 00:00:00,2012-07-01 00:00:00,2012-08-01 00:00:00,2012-09-01 00:00:00,2012-10-01 00:00:00,2012-11-01 00:00:00,2012-12-01 00:00:00,2013-01-01 00:00:00,2013-02-01 00:00:00,2013-03-01 00:00:00,2013-04-01 00:00:00,2013-05-01 00:00:00,2013-06-01 00:00:00,2013-07-01 00:00:00,2013-08-01 00:00:00,2013-09-01 00:00:00,2013-10-01 00:00:00,2013-11-01 00:00:00,2013-12-01 00:00:00,2014-01-01 00:00:00,2014-02-01 00:00:00,2014-03-01 00:00:00,2014-04-01 00:00:00,2014-05-01 00:00:00,2014-06-01 00:00:00,2014-07-01 00:00:00,2014-08-01 00:00:00,2014-09-01 00:00:00,2014-10-01 00:00:00,2014-11-01 00:00:00,2014-12-01 00:00:00,2015-01-01 00:00:00,2015-02-01 00:00:00,2015-03-01 00:00:00,2015-04-01 00:00:00,2015-05-01 00:00:00,2015-06-01 00:00:00,2015-07-01 00:00:00,2015-08-01 00:00:00,2015-09-01 00:00:00,2015-10-01 00:00:00,2015-11-01 00:00:00,2015-12-01 00:00:00,2016-01-01 00:00:00,2016-02-01 00:00:00,2016-03-01 00:00:00,2016-04-01 00:00:00,2016-05-01 00:00:00,2016-06-01 00:00:00,2016-07-01 00:00:00,2016-08-01 00:00:00,2016-09-01 00:00:00,2016-10-01 00:00:00,2016-11-01 00:00:00,2016-12-01 00:00:00,2017-01-01 00:00:00,2017-02-01 00:00:00,2017-03-01 00:00:00,2017-04-01 00:00:00,2017-05-01 00:00:00,2017-06-01 00:00:00,2017-07-01 00:00:00,2017-08-01 00:00:00,2017-09-01 00:00:00,2017-10-01 00:00:00,2017-11-01 00:00:00,2017-12-01 00:00:00,2018-01-01 00:00:00,2018-02-01 00:00:00,2018-03-01 00:00:00,2018-04-01 00:00:00,2018-05-01 00:00:00,2018-06-01 00:00:00,2018-07-01 00:00:00,2018-08-01 00:00:00,2018-09-01 00:00:00,2018-10-01 00:00:00,2018-11-01 00:00:00,2018-12-01 00:00:00,2019-01-01 00:00:00,2019-02-01 00:00:00,2019-03-01 00:00:00,2019-04-01 00:00:00,2019-05-01 00:00:00,2019-06-01 00:00:00,2019-07-01 00:00:00,2019-08-01 00:00:00,2019-09-01 00:00:00,2019-10-01 00:00:00,2019-11-01 00:00:00,2019-12-01 00:00:00,2020-01-01 00:00:00,2020-02-01 00:00:00,2020-03-01 00:00:00,2020-04-01 00:00:00,2020-05-01 00:00:00,2020-06-01 00:00:00,2020-07-01 00:00:00,2020-08-01 00:00:00,2020-09-01 00:00:00,2020-10-01 00:00:00,2020-11-01 00:00:00,2020-12-01 00:00:00,2021-01-01 00:00:00,2021-02-01 00:00:00,2021-03-01 00:00:00,2021-04-01 00:00:00,2021-05-01 00:00:00,2021-06-01 00:00:00,2021-07-01 00:00:00,2021-08-01 00:00:00,2021-09-01 00:00:00,2021-10-01 00:00:00,2021-11-01 00:00:00,2021-12-01 00:00:00,2022-01-01 00:00:00,2022-02-01 00:00:00,2022-03-01 00:00:00,2022-04-01 00:00:00,2022-05-01 00:00:00,2022-06-01 00:00:00,2022-07-01 00:00:00,2022-08-01 00:00:00,2022-09-01 00:00:00,2022-10-01 00:00:00,2022-11-01 00:00:00,2022-12-01 00:00:00,2023-01-01 00:00:00,2023-02-01 00:00:00
Import,6069.496,6320.464,7234.205,6651.601,5904.460999999999,5396.868,4437.101000000001,4281.459,3355.2780000000002,3755.767,2560.3559999999998,3341.948,5654.236,6334.032999999999,7088.345,7577.5869999999995,7060.6630000000005,7119.282999999999,5869.835,5600.838,5235.302,5493.265,4321.71,5326.2919999999995,6395.331,6760.986999999999,7756.877,7862.152,6838.93,6706.049,5470.975,5690.454,4666.835,5121.1720000000005,4704.996,5307.121,5047.658,5577.891,6010.645,6922.611,7466.748,5860.755,5960.263000000001,5391.536,4905.610000000001,5201.022,4509.456,4663.942,4615.939,5127.272,6532.986,6205.1990000000005,5181.242,5367.379,4525.782999999999,4753.7970000000005,4562.586,4957.178,4341.972,4527.768,4926.928,4871.039000000001,6908.191,5512.848,4621.51,4504.493,4649.734,5182.262,4865.144,4845.785,3512.437,4215.196,4234.897,4251.307,4971.109,4939.07,4725.755,4801.196,5049.912,5198.159000000001,4751.206,5697.3009999999995,4766.269,4857.022,4737.714,5072.112,6027.062,5226.876,4745.035,4918.624,5054.32,5783.009,5460.923,5704.421,4813.6,5291.9,5753.7,5699.7,6245.8,6953.6,5134.124,5331.4,5735.563,6197.975,5926.075,5905.2,5219.4,4874.353999999999,5393.372,5740.064,6679.334,5318.98,5677.541,6338.858,5862.911,6198.259,5696.967,5882.425,5166.508,5325.5,4894.6,5049.2,5863.0,6493.3,5084.1,6211.9,6475.3,6636.8,6312.5,5950.7,5434.2,5428.1,5165.1,5266.9,5318.6849999999995,5622.622,4790.984,5588.811,6106.867,5706.875,5780.768,5819.7080000000005,5121.3009999999995,5295.858,5180.226000000001,4776.262,5832.457,6180.9,4908.2,6109.392,7029.543,6631.6849999999995,5672.419,5883.4,5267.4,5184.3,5762.7,5800.6,6967.6,6343.8,5445.1,6285.7029999999995,6178.527,6389.393,5588.4,6734.5,5268.0,5252.391,5050.082,4740.0,5672.692,5410.8,1166.46
Export,6.9,11.791,16.0,19.0,39.0,10.95,0.0,0.0,0.0,0.0,0.0,0.0,27.5,37.730000000000004,46.18,51.56,68.69,44.41,31.89,29.5,20.85,29.93,26.54,33.296,45.277,48.189,52.958,48.515,42.571,44.08,28.993,20.497,25.564,11.476,14.645,15.025,31.363,41.914,45.774,47.0,48.604,41.864,28.641,25.182,21.887,21.642,18.447,19.894000000000002,9.766,16.570999999999998,26.199,30.0,28.0,24.701999999999998,15.588000000000001,12.0,14.0,12.0,12.0,12.0,17.0,20.0,28.0,30.0,24.0,21.0,16.0,13.0,13.0,18.0,15.0,15.0,20.0,23.0,29.0,29.0,24.0,24.0,14.0,11.0,15.0,11.0,16.0,14.0,21.0,20.0,24.0,24.0,18.0,18.0,16.0,13.0,9.0,14.0,6.0,3.0,19.0,32.0,30.0,33.0,37.0,16.0,16.0,13.0,16.0,20.0,10.0,26.0,19.0,30.0,28.0,32.0,32.0,53.0,19.0,18.0,11.0,16.0,33.0,27.0,26.0,90.0,31.0,29.0,20.0,20.0,28.0,17.0,23.0,20.0,18.0,21.0,26.0,42.0,55.0,27.0,24.0,23.0,16.0,14.0,15.0,16.0,40.0,25.0,51.0,28.0,36.2,110.0,46.0,24.0,41.0,33.0,114.1,78.3,243.0,52.0,355.0,194.0,248.60000000000002,180.0,145.0,583.0,302.0,257.2,368.8,215.52,281.0,421.40000000000003,282.3,198.29999999999998,514.7,220.7,57.7
