TIME,Value
1962-02,103.039655000416
1962-03,102.686728515006
1962-04,102.600329469266
1962-05,102.563544786202
1962-06,102.514619454218
1962-07,102.482930940602
1962-08,102.437798615258
1962-09,102.420982533891
1962-10,102.340542404868
1962-11,102.288579848407
1962-12,102.219942078209
1963-01,102.255457816397
1963-02,102.348838616321
1963-03,102.401626213278
1963-04,102.421085083078
1963-05,102.366604575512
1963-06,102.130240044555
1963-07,101.892119533756
1963-08,101.65414568197
1963-09,101.377305964582
1963-10,101.019530637041
1963-11,100.511606274421
1963-12,99.8636777404716
1964-01,98.9208571056748
1964-02,97.8606890922766
1964-03,97.1323829060312
1964-04,96.5113072743783
1964-05,96.0274125409437
1964-06,95.7843380332826
1964-07,95.5901810821724
1964-08,95.4518448877605
1964-09,95.3674590232745
1964-10,95.2134422709484
1964-11,94.979351575422
1964-12,94.8722459767253
1965-01,95.2498511279782
1965-02,95.9753494495177
1965-03,96.6416273333002
1965-04,97.0494815326723
1965-05,97.2936567231565
1965-06,97.6062646615652
1965-07,97.9124930872614
1965-08,98.1695029587463
1965-09,98.3611262057909
1965-10,98.5914348551196
1965-11,98.9427706027074
1965-12,99.3462464340236
1966-01,99.8322632320986
1966-02,100.277497035122
1966-03,100.671197682935
1966-04,100.870070922265
1966-05,100.907240384136
1966-06,100.843027163884
1966-07,100.777433178626
1966-08,100.86470156817
1966-09,100.977174232871
1966-10,101.069412710833
1966-11,101.166535782778
1966-12,101.171170724511
1967-01,100.966446143232
1967-02,100.71228321363
1967-03,100.448267903505
1967-04,100.347813903373
1967-05,100.380325580934
1967-06,100.361999161862
1967-07,100.273890049417
1967-08,100.080123335257
1967-09,99.9664660007975
1967-10,99.9322412757172
1967-11,100.004796241991
1967-12,100.073610650712
1968-01,100.069015314308
1968-02,100.043840786731
1968-03,100.07720243029
1968-04,100.198864673655
1968-05,100.355879368297
1968-06,100.641502542295
1968-07,101.088526886352
1968-08,101.583774488051
1968-09,101.92211457388
1968-10,102.113184171446
1968-11,102.143858293214
1968-12,102.238569605687
1969-01,102.577360949151
1969-02,103.001058116942
1969-03,103.474446775899
1969-04,103.76338556814
1969-05,103.913848804931
1969-06,103.862177404876
1969-07,103.73600492386
1969-08,103.705813046855
1969-09,103.709367621535
1969-10,103.733183893764
1969-11,103.759319113577
1969-12,103.591093174036
1970-01,103.228689838817
1970-02,102.786109323266
1970-03,102.202066454623
1970-04,101.632918368228
1970-05,101.133928842681
1970-06,100.7770271195
1970-07,100.498292253669
1970-08,100.104275839648
1970-09,99.6003896965489
1970-10,99.0838801960742
1970-11,98.796325138872
1970-12,98.486091363044
1971-01,98.0464687985162
1971-02,97.5249780650397
1971-03,97.1116037699773
1971-04,97.0584328861245
1971-05,97.0894402437181
1971-06,96.9547015003711
1971-07,96.8011222308788
1971-08,96.6556714955698
1971-09,96.8798872876254
1971-10,97.3628959155647
1971-11,97.7982382972717
1971-12,98.15329268488
1972-01,98.334742552638
1972-02,98.5361848345278
1972-03,98.7061010593382
1972-04,98.8474571548577
1972-05,99.0479031313191
1972-06,99.3880698052221
1972-07,99.7907756422128
1972-08,100.332365258177
1972-09,100.940813851824
1972-10,101.455989944373
1972-11,101.723869411137
1972-12,101.984137922454
1973-01,102.402195568673
1973-02,102.909698618399
1973-03,103.287543958368
1973-04,103.610797396536
1973-05,103.870848322116
1973-06,103.953082445235
1973-07,103.828220138094
1973-08,103.771008489681
1973-09,103.631957898766
1973-10,103.345942989057
1973-11,103.22171628903
1973-12,103.073871249666
1974-01,102.748805391884
1974-02,102.272565345896
1974-03,101.724523442258
1974-04,101.111765402194
1974-05,100.416090155159
1974-06,99.6049155232394
1974-07,98.7251011125423
1974-08,97.6608813227127
1974-09,96.4118274019782
1974-10,95.3039415228367
1974-11,94.482806455168
1974-12,94.118692911893
1975-01,94.1248001749041
1975-02,94.2700962798548
1975-03,94.3733266614035
1975-04,94.4089914067492
1975-05,94.4041148740823
1975-06,94.4522337665809
1975-07,94.7679264844186
1975-08,95.3874208737806
1975-09,96.1041748675117
1975-10,96.7521606292366
1975-11,97.2414260041977
1975-12,97.8128872910125
1976-01,98.3986007777986
1976-02,98.9530799888418
1976-03,99.3189714645511
1976-04,99.5753540838975
1976-05,99.7726578582775
1976-06,99.8763972204214
1976-07,99.9716036974137
1976-08,99.9078131900625
1976-09,99.7560590322212
1976-10,99.5220835009705
1976-11,99.0468186159736
1976-12,98.4404775789824
1977-01,97.8551570336067
1977-02,97.3388626577376
1977-03,96.9197876228397
1977-04,96.5207546141658
1977-05,96.2774805960821
1977-06,96.2349471955153
1977-07,96.2897485422086
1977-08,96.2822774886302
1977-09,96.1931976217655
1977-10,96.2005671360378
1977-11,96.4183397030032
1977-12,96.6888790488235
1978-01,96.9173859236142
1978-02,97.2030952030236
1978-03,97.6107690134425
1978-04,98.0851033608495
1978-05,98.393633317562
1978-06,98.6559874778828
1978-07,98.985705182047
1978-08,99.3286926254726
1978-09,99.6857046909106
1978-10,99.9694734132737
1978-11,100.148738000282
1978-12,100.366212557499
1979-01,100.60885841241
1979-02,100.690525465458
1979-03,101.062547957534
1979-04,101.578025524957
1979-05,102.022579240879
1979-06,102.151073584179
1979-07,101.995378168108
1979-08,101.886336485904
1979-09,101.756335612721
1979-10,101.54927406566
1979-11,101.350562676949
1979-12,101.293259963186
1980-01,101.154931158383
1980-02,100.565414016653
1980-03,99.5468840644061
1980-04,98.551172205771
1980-05,97.9240109663587
1980-06,97.7978519101622
1980-07,97.7154380759135
1980-08,97.55793129719
1980-09,97.3760526781781
