Time,Balance,Product,Value,Unit
September 2022,Used for pumped storage,Electricity,233.292,GWh
September 2022,Distribution Losses,Electricity,1547.9649,GWh
September 2022,Final Consumption (Calculated),Electricity,24616.1761,GWh
August 2022,Net Electricity Production,Electricity,23547.3618,GWh
August 2022,Net Electricity Production,Total Combustible Fuels,15957.0222,GWh
August 2022,Net Electricity Production,"Coal, Peat and Manufactured Gases",1347.3118,GWh
August 2022,Net Electricity Production,Oil and Petroleum Products,655.0629,GWh
August 2022,Net Electricity Production,Natural Gas,12174.3237,GWh
August 2022,Net Electricity Production,Combustible Renewables,1579.1528,GWh
August 2022,Net Electricity Production,Other Combustible Non-Renewables,201.171,GWh
August 2022,Net Electricity Production,Hydro,2800.956,GWh
August 2022,Net Electricity Production,Wind,1217.1433,GWh
August 2022,Net Electricity Production,Solar,3072.6981,GWh
August 2022,Net Electricity Production,Geothermal,456.5368,GWh
August 2022,Net Electricity Production,Not Specified,43.0052,GWh
August 2022,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",9126.4872,GWh
August 2022,Total Imports,Electricity,3159.7258,GWh
August 2022,Total Exports,Electricity,372.2685,GWh
August 2022,Used for pumped storage,Electricity,230.1952,GWh
August 2022,Distribution Losses,Electricity,1544.7815,GWh
August 2022,Final Consumption (Calculated),Electricity,24559.8424,GWh
July 2022,Net Electricity Production,Electricity,26759.6713,GWh
July 2022,Net Electricity Production,Total Combustible Fuels,18252.4103,GWh
July 2022,Net Electricity Production,"Coal, Peat and Manufactured Gases",1584.1882,GWh
July 2022,Net Electricity Production,Oil and Petroleum Products,770.2322,GWh
July 2022,Net Electricity Production,Natural Gas,14314.7414,GWh
July 2022,Net Electricity Production,Combustible Renewables,1346.7087,GWh
July 2022,Net Electricity Production,Other Combustible Non-Renewables,236.5397,GWh
July 2022,Net Electricity Production,Hydro,3566.7871,GWh
July 2022,Net Electricity Production,Wind,1032.2099,GWh
July 2022,Net Electricity Production,Solar,3410.7244,GWh
July 2022,Net Electricity Production,Geothermal,454.5345,GWh
July 2022,Net Electricity Production,Not Specified,43.0052,GWh
July 2022,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",9810.9645,GWh
July 2022,Total Imports,Electricity,4957.1387,GWh
July 2022,Total Exports,Electricity,211.7215,GWh
July 2022,Used for pumped storage,Electricity,242.5824,GWh
July 2022,Distribution Losses,Electricity,1848.5029,GWh
July 2022,Final Consumption (Calculated),Electricity,29414.0033,GWh
June 2022,Net Electricity Production,Electricity,24384.498,GWh
June 2022,Net Electricity Production,Total Combustible Fuels,15912.7447,GWh
June 2022,Net Electricity Production,"Coal, Peat and Manufactured Gases",1338.0005,GWh
June 2022,Net Electricity Production,Oil and Petroleum Products,650.5358,GWh
June 2022,Net Electricity Production,Natural Gas,12090.1872,GWh
June 2022,Net Electricity Production,Combustible Renewables,1634.2404,GWh
June 2022,Net Electricity Production,Other Combustible Non-Renewables,199.7807,GWh
June 2022,Net Electricity Production,Hydro,3551.592,GWh
June 2022,Net Electricity Production,Wind,1287.4984,GWh
June 2022,Net Electricity Production,Solar,3160.1526,GWh
June 2022,Net Electricity Production,Geothermal,429.505,GWh
June 2022,Net Electricity Production,Not Specified,43.0052,GWh
June 2022,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",10062.9885,GWh
June 2022,Total Imports,Electricity,4064.9338,GWh
June 2022,Total Exports,Electricity,159.5437,GWh
June 2022,Used for pumped storage,Electricity,149.6785,GWh
June 2022,Distribution Losses,Electricity,1659.5024,GWh
June 2022,Final Consumption (Calculated),Electricity,26480.7073,GWh
May 2022,Net Electricity Production,Electricity,21708.0768,GWh
May 2022,Net Electricity Production,Total Combustible Fuels,13693.8361,GWh
May 2022,Net Electricity Production,"Coal, Peat and Manufactured Gases",1121.3887,GWh
May 2022,Net Electricity Production,Oil and Petroleum Products,545.2191,GWh
May 2022,Net Electricity Production,Natural Gas,10132.8799,GWh
May 2022,Net Electricity Production,Combustible Renewables,1726.9106,GWh
May 2022,Net Electricity Production,Other Combustible Non-Renewables,167.4378,GWh
May 2022,Net Electricity Production,Hydro,3328.7311,GWh
May 2022,Net Electricity Production,Wind,1137.7426,GWh
May 2022,Net Electricity Production,Solar,3043.2191,GWh
May 2022,Net Electricity Production,Geothermal,461.5427,GWh
May 2022,Net Electricity Production,Not Specified,43.0052,GWh
May 2022,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",9698.1461,GWh
May 2022,Total Imports,Electricity,4775.0969,GWh
May 2022,Total Exports,Electricity,214.7317,GWh
May 2022,Used for pumped storage,Electricity,214.7112,GWh
