Indicator,Indicator_Code,Base Year,1990M01,1990M02,1990M03,1990M04,1990M05,1990M06,1990M07,1990M08,1990M09,1990M10,1990M11,1990M12,1991M01,1991M02,1991M03,1991M04,1991M05,1991M06,1991M07,1991M08,1991M09,1991M10,1991M11,1991M12,1992M01,1992M02,1992M03,1992M04,1992M05,1992M06,1992M07,1992M08,1992M09,1992M10,1992M11,1992M12,1993M01,1993M02,1993M03,1993M04,1993M05,1993M06,1993M07,1993M08,1993M09,1993M10,1993M11,1993M12,1994M01,1994M02,1994M03,1994M04,1994M05,1994M06,1994M07,1994M08,1994M09,1994M10,1994M11,1994M12,1995M01,1995M02,1995M03,1995M04,1995M05,1995M06,1995M07,1995M08,1995M09,1995M10,1995M11,1995M12,1996M01,1996M02,1996M03,1996M04,1996M05,1996M06,1996M07,1996M08,1996M09,1996M10,1996M11,1996M12,1997M01,1997M02,1997M03,1997M04,1997M05,1997M06,1997M07,1997M08,1997M09,1997M10,1997M11,1997M12,1998M01,1998M02,1998M03,1998M04,1998M05,1998M06,1998M07,1998M08,1998M09,1998M10,1998M11,1998M12,1999M01,1999M02,1999M03,1999M04,1999M05,1999M06,1999M07,1999M08,1999M09,1999M10,1999M11,1999M12,2000M01,2000M02,2000M03,2000M04,2000M05,2000M06,2000M07,2000M08,2000M09,2000M10,2000M11,2000M12,2001M01,2001M02,2001M03,2001M04,2001M05,2001M06,2001M07,2001M08,2001M09,2001M10,2001M11,2001M12,2002M01,2002M02,2002M03,2002M04,2002M05,2002M06,2002M07,2002M08,2002M09,2002M10,2002M11,2002M12,2003M01,2003M02,2003M03,2003M04,2003M05,2003M06,2003M07,2003M08,2003M09,2003M10,2003M11,2003M12,2004M01,2004M02,2004M03,2004M04,2004M05,2004M06,2004M07,2004M08,2004M09,2004M10,2004M11,2004M12,2005M01,2005M02,2005M03,2005M04,2005M05,2005M06,2005M07,2005M08,2005M09,2005M10,2005M11,2005M12,2006M01,2006M02,2006M03,2006M04,2006M05,2006M06,2006M07,2006M08,2006M09,2006M10,2006M11,2006M12,2007M01,2007M02,2007M03,2007M04,2007M05,2007M06,2007M07,2007M08,2007M09,2007M10,2007M11,2007M12,2008M01,2008M02,2008M03,2008M04,2008M05,2008M06,2008M07,2008M08,2008M09,2008M10,2008M11,2008M12,2009M01,2009M02,2009M03,2009M04,2009M05,2009M06,2009M07,2009M08,2009M09,2009M10,2009M11,2009M12,2010M01,2010M02,2010M03,2010M04,2010M05,2010M06,2010M07,2010M08,2010M09,2010M10,2010M11,2010M12,2011M01,2011M02,2011M03,2011M04,2011M05,2011M06,2011M07,2011M08,2011M09,2011M10,2011M11,2011M12,2012M01,2012M02,2012M03,2012M04,2012M05,2012M06,2012M07,2012M08,2012M09,2012M10,2012M11,2012M12,2013M01,2013M02,2013M03,2013M04,2013M05,2013M06,2013M07,2013M08,2013M09,2013M10,2013M11,2013M12,2014M01,2014M02,2014M03,2014M04,2014M05,2014M06,2014M07,2014M08,2014M09,2014M10,2014M11,2014M12,2015M01,2015M02,2015M03,2015M04,2015M05,2015M06,2015M07,2015M08,2015M09,2015M10,2015M11,2015M12,2016M01,2016M02,2016M03,2016M04,2016M05,2016M06,2016M07,2016M08,2016M09,2016M10,2016M11,2016M12,2017M01,2017M02,2017M03,2017M04,2017M05,2017M06,2017M07,2017M08,2017M09,2017M10,2017M11,2017M12,2018M01,2018M02,2018M03,2018M04,2018M05,2018M06,2018M07,2018M08,2018M09,2018M10,2018M11,2018M12,2019M01,2019M02,2019M03,2019M04,2019M05,2019M06,2019M07,2019M08,2019M09,2019M10,2019M11,2019M12,2020M01,2020M02,2020M03,2020M04,2020M05,2020M06,2020M07,2020M08,2020M09,2020M10,2020M11,2020M12,2021M01,2021M02,2021M03,2021M04,2021M05,2021M06,2021M07,2021M08,2021M09,2021M10,2021M11,2021M12,2022M01,2022M02,2022M03,2022M04,2022M05,2022M06,2022M07,2022M08,2022M09,2022M10,2022M11,2022M12,2023M01,2023M02,2023M03
"Economic Activity, Industrial Production, Manufacturing, Index",AIPMA_IX,2010=100,106.423732772717,107.358093903294,107.638402242467,108.199018920813,106.890913338005,105.863116094371,106.143424433544,107.171221677178,106.797477224947,106.423732772717,104.835318850736,106.797477224947,107.451530016351,105.115627189909,104.741882737678,103.340341041813,104.461574398505,104.741882737678,104.835318850736,105.48937164214,106.797477224947,105.863116094371,106.70404111189,104.928754963794,106.143424433544,106.236860546601,105.956552207428,106.049988320486,105.676243868255,105.582807755197,104.087829946274,102.125671572063,101.378182667601,101.938799345947,103.06003270264,101.191310441486,103.340341041813,102.499416024293,102.032235459005,101.471618780659,100.817565989255,100.443821537024,99.9766409717356,100.163513197851,100.817565989255,100.630693763139,101.658491006774,101.471618780659,102.312543798178,103.807521607101,105.115627189909,107.077785564121,106.984349451063,108.012146694697,108.105582807755,108.385891146928,108.853071712217,108.479327259986,110.441485634198,113.338005138986,112.590516234525,112.310207895352,112.590516234525,112.870824573698,113.898621817332,113.805185704275,113.431441252044,115.487035739313,114.739546834852,115.580471852371,115.019855174025,116.795141322121,114.926419060967,113.618313478159,112.216771782294,111.282410651717,111.656155103948,112.123335669236,112.029899556178,112.403644008409,110.721793973371,111.095538425602,110.441485634198,109.693996729736,110.628357860313,112.870824573698,113.618313478159,115.673907965429,115.393599626256,116.42139686989,117.26232188741,118.009810791871,117.916374678813,119.317916374679,118.290119131044,118.757299696333,118.196683017986,118.383555244102,117.916374678813,119.037608035506,118.85073580939,118.47699135716,118.290119131044,115.860780191544,118.009810791871,117.542630226583,117.449194113525,109.787432842794,116.42139686989,115.300163513198,115.393599626256,114.926419060967,114.272366269563,116.047652417659,116.701705209063,117.075449661294,118.103246904929,119.037608035506,119.598224713852,117.26232188741,117.63606633964,118.85073580939,120.158841392198,121.186638635833,122.307871992525,122.027563653352,121.093202522775,121.653819201121,121.840691427237,122.588180331698,124.270030366737,125.76500817566,122.588180331698,121.653819201121,121.28007474889,120.252277505256,119.785096939967,120.158841392198,117.916374678813,120.158841392198,118.009810791871,117.075449661294,114.832982947909,115.673907965429,114.926419060967,117.26232188741,117.916374678813,113.805185704275,118.196683017986,116.888577435179,116.234524643775,115.019855174025,117.168885774352,115.767344078486,118.196683017986,116.982013548236,117.449194113525,114.272366269563,115.019855174025,116.888577435179,112.870824573698,114.178930156506,115.954216304602,111.188974538659,113.898621817332,114.739546834852,116.234524643775,116.327960756833,115.580471852371,115.954216304602,113.99205793039,115.860780191544,116.141088530717,115.393599626256,115.393599626256,111.002102312544,114.365802382621,115.487035739313,112.870824573698,111.656155103948,112.964260686755,112.403644008409,112.310207895352,114.646110721794,111.936463443121,111.843027330063,113.618313478159,114.926419060967,112.964260686755,113.524877365102,114.832982947909,113.151132912871,113.431441252044,115.767344078486,116.047652417659,115.673907965429,118.103246904929,118.47699135716,116.888577435179,119.878533053025,118.196683017986,118.47699135716,118.757299696333,121.653819201121,120.252277505256,120.812894183602,121.28007474889,119.131044148563,121.093202522775,120.626021957487,120.06540527914,125.391263723429,121.466946975006,119.598224713852,118.383555244102,119.971969166083,122.494744218641,121.747255314179,122.214435879467,122.588180331698,118.663863583275,120.06540527914,116.141088530717,113.431441252044,111.656155103948,109.320252277505,105.956552207428,101.938799345947,97.9210464844663,93.7164213968699,89.7921046484466,90.2592852137351,91.9411352487737,91.0067741181967,93.2492408315814,91.3805185704275,93.8098575099276,95.3982714319084,95.7720158841392,94.93109086662,96.9866853538893,96.6129409016585,97.4538659191778,98.4816631628124,99.229152067274,101.84536323289,101.097874328428,103.246904928755,101.00443821537,100.911002102313,101.658491006774,101.471618780659,100.256949310909,103.43377715487,103.246904928755,104.835318850736,102.312543798178,101.658491006774,101.191310441486,100.817565989255,99.3225881803317,98.5750992758701,99.229152067274,100.350385423966,96.0523242233123,95.7720158841392,97.2669936930624,95.3048353188507,96.7998131277739,94.4639103013315,95.3982714319084,94.6507825274469,95.2113992057931,93.3426769446391,92.128007474889,92.2214435879468,92.7820602662929,91.847699135716,91.0067741181967,90.7264657790236,92.6886241532352,92.6886241532352,92.4083158140621,91.0067741181967,92.7820602662929,93.3426769446391,92.7820602662929,91.4739546834852,93.8098575099276,93.1558047185237,92.128007474889,92.5951880401775,91.1002102312544,92.9689324924083,92.0345713618314,90.6330296659659,91.2870824573698,91.1936463443121,91.5673907965429,92.5951880401775,91.9411352487737,92.4083158140621,92.6886241532352,92.9689324924083,93.9032936229853,93.4361130576968,93.5295491707545,91.847699135716,93.3426769446391,93.7164213968699,94.4639103013315,92.5951880401775,95.5851436580238,94.7442186405046,94.0901658491007,95.9588881102546,94.0901658491007,93.3426769446391,95.2113992057931,96.4260686755431,95.3048353188507,95.3982714319084,96.2391964494277,97.5473020322355,94.1836019621584,96.3326325624854,97.8276103714086,97.1735575800047,98.1079187105816,99.0422798411586,100.163513197851,101.565054893716,99.229152067274,99.5094604064471,100.724129876197,103.900957720159,101.471618780659,99.229152067274,100.817565989255,99.7897687456202,100.256949310909,101.097874328428,99.9766409717356,100.630693763139,100.724129876197,100.630693763139,98.5750992758701,99.1357159542163,99.3225881803317,100.070077084793,99.229152067274,97.6407381452932,99.7897687456202,99.6028965195048,99.6963326325625,98.2013548236393,98.7619715019855,97.9210464844663,98.3882270497547,96.14576033637,99.5094604064471,97.2669936930624,67.6477458537725,51.5767344078486,77.7388460640037,85.0268628825041,91.7542630226583,97.080121466947,93.5295491707545,96.14576033637,94.4639103013315,94.8376547535623,98.014482597524,96.4260686755431,96.7063770147162,97.6407381452932,96.7998131277739,98.8554076150432,99.8832048586779,98.294790936697,99.3225881803317,98.9488437281009,100.443821537024,99.229152067274,95.7720158841392,99.7897687456202,99.6028965195048,100.817565989255,100.163513197851,97.9210464844663,98.3882270497547,100.724129876197,99.229152067274,98.2013548236393,98.294790936697,...,...,...,...
"Economic Activity, Industrial Production, Index",AIP_IX,2010=100,102.786092562745,103.430808197099,114.390973981119,99.7467188579323,111.996315910661,107.391204236703,110.706884641953,51.9456596822473,105.180750633203,115.588303016348,106.193875201474,89.6154731752245,104.536034998849,101.12825236012,107.483306470182,99.1020032235782,110.338475708036,104.720239465807,112.641031545015,46.9721390743726,108.496431038453,114.575178448077,107.022795302786,90.444393276537,99.7467188579323,104.44393276537,113.285747179369,103.983421597974,104.720239465807,111.535804743265,112.825236011973,44.0248676030394,105.733364034078,108.77273773889,107.114897536265,89.2470642413079,90.7206999769744,100.207230025328,113.009440478932,100.02302555837,103.983421597974,107.299102003224,105.45705733364,45.6827078056643,106.193875201474,103.522910430578,105.733364034078,94.4047893161409,91.6417223117661,100.944047893161,115.127791848952,99.3783099240157,112.364724844577,114.206769514161,110.430577941515,53.4192954179139,114.575178448077,110.891089108911,113.469951646327,100.944047893161,105.45705733364,108.680635505411,123.877504029473,100.207230025328,119.180290122035,118.903983421598,114.575178448077,60.879576329726,115.588303016348,120.83813032466,117.798756619848,97.8125719548699,110.430577941515,115.127791848952,117.890858853327,105.272852866682,117.061938752015,111.075293575869,120.377619157265,54.7087266866222,111.535804743265,121.022334791619,111.259498042828,96.2468339857242,103.33870596362,110.614782408473,112.917338245452,115.127791848952,117.338245452452,118.535574487681,126.640571033848,56.3665668892471,121.759152659452,129.311535804743,118.075063320286,105.364955100161,107.022795302786,114.943587381994,125.25903753166,116.140916417223,116.969836518536,123.969606262952,128.114206769514,57.1033847570804,123.416992862077,124.338015196869,121.022334791619,102.23347916187,102.786092562745,112.180520377619,127.008979967764,113.377849412848,115.680405249827,122.495970527285,123.877504029473,62.8137232327884,122.864379461202,122.864379461202,124.614321897306,110.891089108911,107.114897536265,121.206539258577,132.074602809118,108.404328804974,128.298411236473,128.022104536035,123.877504029473,67.8793460741423,124.430117430348,128.298411236473,127.561593368639,107.114897536265,117.338245452452,120.101312456827,132.627216209993,110.338475708036,128.022104536035,124.522219663827,126.916877734285,64.4715634354133,118.075063320286,128.666820170389,120.101312456827,102.141376928391,111.904213677182,116.601427584619,123.509095095556,110.98319134239,126.916877734285,118.259267787244,130.693069306931,60.326962928851,121.759152659452,128.206309002993,120.101312456827,105.641261800599,110.891089108911,115.219894082431,122.864379461202,112.917338245452,117.890858853327,115.772507483306,130.969376007368,58.024407091872,122.403868293806,128.390513469952,119.364494588994,105.825466267557,106.470181901911,117.246143218973,128.943126870827,116.417223117661,121.114437025098,120.285516923785,126.916877734285,61.8927008979968,123.509095095556,121.667050425973,120.101312456827,108.680635505411,102.601888095786,113.377849412848,122.403868293806,114.483076214598,122.127561593369,118.075063320286,122.403868293806,63.0900299332259,123.601197329035,120.83813032466,122.127561593369,103.33870596362,106.930693069307,116.50932535114,132.535113976514,106.101772967994,128.482615703431,124.522219663827,125.25903753166,66.8662215058715,124.890628597744,129.67994473866,125.535344232098,103.522910430578,115.496200782869,120.285516923785,133.087727377389,111.996315910661,131.245682707806,126.087957632973,132.166705042597,70.7345153119963,124.245912963389,135.390283214368,125.25903753166,100.02302555837,118.443472254202,125.995855399493,123.969606262952,125.443241998618,124.614321897306,121.759152659452,132.903522910431,61.0637807966843,123.140686161639,125.166935298181,109.693760073682,88.2339396730371,89.4312687082662,94.2205848491826,99.2862076905365,91.4575178448077,94.5889937830993,96.5231406861616,108.312226571494,51.4851485148515,103.522910430578,105.825466267557,102.601888095786,85.1945659682247,86.9445084043288,97.2599585539949,109.785862307161,100.115127791849,104.812341699286,107.022795302786,113.930462813723,60.9716785632052,109.693760073682,106.930693069307,107.575408703661,94.9574027170159,91.0891089108911,102.601888095786,113.19364494589,101.680865760995,111.812111443703,107.022795302786,110.522680174994,65.3004835367258,107.759613170619,102.970297029703,103.983421597974,87.1287128712871,89.339166474787,99.1020032235782,105.364955100161,89.5233709417454,105.45705733364,99.562514390974,107.66751093714,62.1690075984343,96.70734515312,103.522910430578,96.2468339857242,78.4711029242459,89.2470642413079,91.0891089108911,95.1416071839742,89.2470642413079,100.944047893161,94.4047893161409,106.930693069307,57.471793690997,96.70734515312,102.970297029703,93.9442781487451,80.0368408933917,87.4050195717246,91.4575178448077,96.4310384526825,89.2470642413079,95.9705272852867,94.5889937830993,105.733364034078,55.4455445544555,97.4441630209533,100.207230025328,92.1022334791619,80.22104536035,83.2604190651623,91.0891089108911,100.02302555837,92.746949113516,95.3258116509326,97.2599585539949,108.128022104536,58.4849182592678,99.009900990099,99.2862076905365,97.8125719548699,82.8920101312457,83.7209302325582,95.8784250518075,100.207230025328,92.9311535804743,100.944047893161,96.2468339857242,101.496661294036,62.9058254662676,100.851945659682,98.6414920561824,100.575638959245,85.931383836058,89.339166474787,94.5889937830993,108.588533271932,87.036610637808,104.628137232328,102.325581395349,106.009670734515,67.2346304397882,100.759843426203,104.996546166245,104.35183053189,85.1945659682247,96.4310384526825,97.5362652544324,107.575408703661,93.0232558139535,107.022795302786,103.799217131015,108.220124338015,66.6820170389132,99.4704121574948,109.417453373244,101.772967994474,83.076214598204,96.4310384526825,98.5493898227032,104.35183053189,93.299562514391,106.654386368869,99.4704121574948,110.98319134239,63.8268478010592,100.483536725766,106.930693069307,98.2730831222657,82.1551922634124,93.2074602809118,96.6152429196408,75.7080359198711,54.1561132857472,79.668431959475,88.3260419065163,101.772967994474,63.3663366336634,98.7335942896615,101.772967994474,97.1678563205158,83.4446235321207,86.0234860695372,95.60211835137,107.851715404099,98.2730831222657,99.9309233248906,101.036150126641,106.378079668432,65.3925857702049,103.799217131015,101.036150126641,103.799217131015,90.1680865760995,86.2997927699747,98.8256965231407,112.180520377619,95.2337094174534,106.56228413539,99.9309233248906,101.772967994474,67.2346304397882,103.33870596362,99.3783099240157,99.9309233248906,...,...,...,...
"Industrial Production, Seasonally adjusted, Index",AIP_SA_IX,2010=100,102.226345083488,102.78293135436,103.153988868275,103.988868274583,102.78293135436,101.762523191095,102.040816326531,103.153988868275,102.875695732839,102.319109461967,100.834879406308,102.504638218924,103.061224489796,101.113172541744,100.556586270872,99.6289424860854,100.834879406308,101.205936920223,101.205936920223,101.762523191095,102.875695732839,102.226345083488,102.78293135436,101.39146567718,102.226345083488,102.226345083488,102.040816326531,102.319109461967,102.040816326531,101.855287569573,100.556586270872,98.7940630797774,98.0519480519481,98.7012987012987,99.3506493506493,97.6808905380334,99.3506493506493,99.0723562152133,98.60853432282,98.4230055658627,97.8664192949907,97.4953617810761,96.9387755102041,97.0315398886827,97.5881261595547,97.4953617810761,98.2374768089054,98.1447124304267,98.4230055658627,100,101.39146567718,103.061224489796,103.432282003711,104.452690166976,104.638218923933,105.009276437848,105.56586270872,105.287569573284,107.050092764378,109.647495361781,109.276437847866,108.627087198516,108.905380333952,108.99814471243,109.647495361781,109.461966604824,109.369202226345,111.317254174397,110.575139146568,111.317254174397,111.317254174397,113.17254174397,111.502782931354,110.296846011132,109.183673469388,107.977736549165,107.884972170686,108.070500927644,107.977736549165,108.534322820037,107.050092764378,107.513914656772,107.050092764378,106.771799628942,107.60667903525,109.461966604824,110.018552875696,111.966604823748,111.688311688312,112.615955473098,113.358070500928,114.007421150278,113.9146567718,115.30612244898,114.656771799629,115.491651205937,114.656771799629,114.56400742115,114.007421150278,114.935064935065,114.749536178108,114.56400742115,114.378478664193,112.801484230056,114.471243042672,113.729128014842,113.358070500928,110.667903525046,112.801484230056,112.244897959184,112.615955473098,111.78107606679,110.946196660482,112.708719851577,113.543599257885,114.285714285714,114.749536178108,115.862708719852,116.604823747681,115.30612244898,115.584415584416,116.141001855288,117.161410018553,118.08905380334,118.73840445269,118.552875695733,117.625231910946,118.73840445269,118.645640074212,119.109461966605,120.593692022263,122.263450834879,118.923933209647,118.181818181818,118.367346938776,116.975881261596,116.975881261596,117.254174397032,114.935064935065,116.975881261596,115.30612244898,114.56400742115,112.894248608534,114.471243042672,113.450834879406,114.842300556586,115.584415584416,112.152133580705,116.141001855288,115.027829313544,114.471243042672,112.987012987013,115.30612244898,113.9146567718,115.95547309833,114.749536178108,115.95547309833,113.636363636364,113.821892393321,115.30612244898,111.502782931354,112.894248608534,114.471243042672,111.966604823748,112.52319109462,113.729128014842,115.120593692022,115.120593692022,115.213358070501,114.935064935065,112.708719851577,114.842300556586,114.56400742115,113.9146567718,114.192949907236,111.595547309833,113.358070500928,114.285714285714,112.52319109462,111.595547309833,111.688311688312,112.152133580705,112.152133580705,114.749536178108,111.966604823748,111.966604823748,113.636363636364,112.615955473098,113.265306122449,113.450834879406,114.56400742115,112.894248608534,113.265306122449,115.491651205937,116.141001855288,115.120593692022,117.810760667904,118.181818181818,116.419294990724,117.996289424861,117.717996289425,117.996289424861,118.08905380334,120.12987012987,118.73840445269,119.573283858998,120.500927643785,118.181818181818,120.686456400742,119.944341372913,119.109461966605,123.747680890538,120.500927643785,119.202226345083,117.903525046382,118.645640074212,121.243042671614,120.408163265306,120.964749536178,122.170686456401,117.903525046382,119.109461966605,115.30612244898,112.52319109462,111.688311688312,109.461966604824,105.658627087199,101.298701298701,97.4025974025974,93.7847866419295,90.1669758812616,90.5380333951763,92.2077922077922,91.5584415584416,93.5992578849722,91.5584415584416,94.2486085343228,95.8256029684601,96.0111317254174,94.6196660482375,97.9591836734694,97.0315398886827,97.4953617810761,98.4230055658627,98.7940630797774,101.205936920223,100.927643784787,104.452690166976,100.185528756957,100.556586270872,101.113172541744,101.855287569573,100,102.504638218924,102.78293135436,103.803339517625,101.855287569573,101.020408163265,100.649350649351,100,99.5361781076067,98.330241187384,99.0723562152133,100,96.0111317254174,96.4749536178108,96.7532467532468,95.3617810760668,96.7532467532468,94.8051948051948,95.8256029684601,95.1762523191095,95.0834879406308,93.2282003710575,91.9294990723562,92.6716141001855,92.6716141001855,92.0222634508349,91.5584415584416,91.0018552875696,92.6716141001855,92.5788497217069,92.3005565862709,90.8163265306123,92.4860853432282,92.8571428571428,92.4860853432282,91.5584415584416,93.1354359925788,92.3005565862709,91.3729128014842,92.2077922077922,90.9090909090909,92.7643784786642,91.4656771799629,90.1669758812616,90.8163265306123,90.6307977736549,90.7235621521336,91.6512059369202,91.1873840445269,91.9294990723562,92.2077922077922,92.3933209647495,93.3209647495362,92.7643784786642,93.6920222634508,91.5584415584416,92.5788497217069,92.6716141001855,93.3209647495362,91.5584415584416,94.4341372912802,93.2282003710575,93.2282003710575,94.7124304267161,93.1354359925788,92.1150278293135,93.9703153988868,94.7124304267161,94.5269016697588,94.9907235621521,95.9183673469388,97.4025974025974,94.7124304267161,95.5473098330241,96.2894248608534,96.0111317254174,96.7532467532468,98.0519480519481,98.7940630797774,100.371057513915,97.5881261595547,98.1447124304267,99.6289424860854,102.78293135436,98.886827458256,98.2374768089054,99.6289424860854,98.0519480519481,98.9795918367347,99.443413729128,98.4230055658627,99.165120593692,99.3506493506493,99.0723562152133,97.4025974025974,97.8664192949907,98.60853432282,98.7940630797774,97.9591836734694,96.4749536178108,98.60853432282,98.4230055658627,98.5157699443414,97.6808905380334,97.4025974025974,96.7532467532468,97.0315398886827,94.5269016697588,98.0519480519481,95.8256029684601,68.7384044526902,53.9888682745826,78.3858998144712,84.9721706864564,90.8163265306123,96.8460111317254,92.9499072356215,94.9907235621521,93.0426716141002,93.5064935064935,96.6604823747681,95.2690166975881,95.4545454545455,96.4749536178108,95.2690166975881,97.3098330241187,98.0519480519481,96.5677179962894,97.6808905380334,97.4953617810761,99.3506493506493,98.0519480519481,94.7124304267161,98.4230055658627,98.4230055658627,99.6289424860854,98.4230055658627,96.4749536178108,96.7532467532468,98.886827458256,97.1243042671614,96.1038961038961,95.8256029684601,...,...,...,...
