Trade_Direction,2008-10-01 00:00:00,2008-11-01 00:00:00,2008-12-01 00:00:00,2009-01-01 00:00:00,2009-02-01 00:00:00,2009-03-01 00:00:00,2009-04-01 00:00:00,2009-05-01 00:00:00,2009-06-01 00:00:00,2009-07-01 00:00:00,2009-08-01 00:00:00,2009-09-01 00:00:00,2009-10-01 00:00:00,2009-11-01 00:00:00,2009-12-01 00:00:00,2010-01-01 00:00:00,2010-02-01 00:00:00,2010-03-01 00:00:00,2010-04-01 00:00:00,2010-05-01 00:00:00,2010-06-01 00:00:00,2010-07-01 00:00:00,2010-08-01 00:00:00,2010-09-01 00:00:00,2010-10-01 00:00:00,2010-11-01 00:00:00,2010-12-01 00:00:00,2011-01-01 00:00:00,2011-02-01 00:00:00,2011-03-01 00:00:00,2011-04-01 00:00:00,2011-05-01 00:00:00,2011-06-01 00:00:00,2011-07-01 00:00:00,2011-08-01 00:00:00,2011-09-01 00:00:00,2011-10-01 00:00:00,2011-11-01 00:00:00,2011-12-01 00:00:00,2012-01-01 00:00:00,2012-02-01 00:00:00,2012-03-01 00:00:00,2012-04-01 00:00:00,2012-05-01 00:00:00,2012-06-01 00:00:00,2012-07-01 00:00:00,2012-08-01 00:00:00,2012-09-01 00:00:00,2012-10-01 00:00:00,2012-11-01 00:00:00,2012-12-01 00:00:00,2013-01-01 00:00:00,2013-02-01 00:00:00,2013-03-01 00:00:00,2013-04-01 00:00:00,2013-05-01 00:00:00,2013-06-01 00:00:00,2013-07-01 00:00:00,2013-08-01 00:00:00,2013-09-01 00:00:00,2013-10-01 00:00:00,2013-11-01 00:00:00,2013-12-01 00:00:00,2014-01-01 00:00:00,2014-02-01 00:00:00,2014-03-01 00:00:00,2014-04-01 00:00:00,2014-05-01 00:00:00,2014-06-01 00:00:00,2014-07-01 00:00:00,2014-08-01 00:00:00,2014-09-01 00:00:00,2014-10-01 00:00:00,2014-11-01 00:00:00,2014-12-01 00:00:00,2015-01-01 00:00:00,2015-02-01 00:00:00,2015-03-01 00:00:00,2015-04-01 00:00:00,2015-05-01 00:00:00,2015-06-01 00:00:00,2015-07-01 00:00:00,2015-08-01 00:00:00,2015-09-01 00:00:00,2015-10-01 00:00:00,2015-11-01 00:00:00,2015-12-01 00:00:00,2016-01-01 00:00:00,2016-02-01 00:00:00,2016-03-01 00:00:00,2016-04-01 00:00:00,2016-05-01 00:00:00,2016-06-01 00:00:00,2016-07-01 00:00:00,2016-08-01 00:00:00,2016-09-01 00:00:00,2016-10-01 00:00:00,2016-11-01 00:00:00,2016-12-01 00:00:00,2017-01-01 00:00:00,2017-02-01 00:00:00,2017-03-01 00:00:00,2017-04-01 00:00:00,2017-05-01 00:00:00,2017-06-01 00:00:00,2017-07-01 00:00:00,2017-08-01 00:00:00,2017-09-01 00:00:00,2017-10-01 00:00:00,2017-11-01 00:00:00,2017-12-01 00:00:00,2018-01-01 00:00:00,2018-02-01 00:00:00,2018-03-01 00:00:00,2018-04-01 00:00:00,2018-05-01 00:00:00,2018-06-01 00:00:00,2018-07-01 00:00:00,2018-08-01 00:00:00,2018-09-01 00:00:00,2018-10-01 00:00:00,2018-11-01 00:00:00,2018-12-01 00:00:00,2019-01-01 00:00:00,2019-02-01 00:00:00,2019-03-01 00:00:00,2019-04-01 00:00:00,2019-05-01 00:00:00,2019-06-01 00:00:00,2019-07-01 00:00:00,2019-08-01 00:00:00,2019-09-01 00:00:00,2019-10-01 00:00:00,2019-11-01 00:00:00,2019-12-01 00:00:00,2020-01-01 00:00:00,2020-02-01 00:00:00,2020-03-01 00:00:00,2020-04-01 00:00:00,2020-05-01 00:00:00,2020-06-01 00:00:00,2020-07-01 00:00:00,2020-08-01 00:00:00,2020-09-01 00:00:00,2020-10-01 00:00:00,2020-11-01 00:00:00,2020-12-01 00:00:00,2021-01-01 00:00:00,2021-02-01 00:00:00,2021-03-01 00:00:00,2021-04-01 00:00:00,2021-05-01 00:00:00,2021-06-01 00:00:00,2021-07-01 00:00:00,2021-08-01 00:00:00,2021-09-01 00:00:00,2021-10-01 00:00:00,2021-11-01 00:00:00,2021-12-01 00:00:00,2022-01-01 00:00:00,2022-02-01 00:00:00,2022-03-01 00:00:00,2022-04-01 00:00:00,2022-05-01 00:00:00,2022-06-01 00:00:00,2022-07-01 00:00:00,2022-08-01 00:00:00,2022-09-01 00:00:00,2022-10-01 00:00:00,2022-11-01 00:00:00,2022-12-01 00:00:00,2023-01-01 00:00:00,2023-02-01 00:00:00
Import,4174.463,4842.725,4676.27,4845.880999999999,4111.289,4544.226,3832.1549999999997,0.0,3144.742,3444.3100000000004,0.0,2983.362,4115.219,5073.198,4567.198,4599.8769999999995,4627.233,5253.554,4458.289,4649.732,4034.986,3984.51,3122.161,2597.24,3874.845,4338.085,4804.655,5309.398,4683.198,5330.352,4448.398,3972.919,3546.988,3776.8860000000004,3664.8089999999997,3478.612,4084.962,4428.804,4189.612,4912.032,4813.75,4348.854,4272.201999999999,4112.321,3626.016,3729.874,3979.069,3252.435,4254.4130000000005,3692.986,4180.4130000000005,4308.387,3895.584,4505.276,4296.143,4357.429,3795.6400000000003,3969.486,3490.3900000000003,3456.449,3702.035,4248.6939999999995,4811.118,4340.4220000000005,3272.841,3940.9809999999998,3858.441,4029.786,3549.58,3895.008,3667.066,3291.0150000000003,3874.857,4007.752,4483.16,4070.419,3902.565,4207.592,3617.707,3606.49,3310.9809999999998,4081.275,3556.3599999999997,3367.6940000000004,4053.95,3664.07,4263.727,3959.3230000000003,3661.101,4320.082,4316.55,4055.75,3220.385,3856.726,3593.937,3400.362,4396.281,4369.923,4640.709,4578.823,4210.575,4117.401,4378.134,4138.263,3306.785,4035.902,3740.511,3255.939,4096.666,4666.742,5138.1230000000005,4120.197,4474.359,4461.634,4160.036,4567.365,4018.6679999999997,4285.9490000000005,4011.227,4058.624,4220.986,4597.808,4432.211,4399.582,4179.557,5657.266,5845.505,5226.647,4540.332,4508.436,4381.352,1126.176,4314.096,5169.204,5305.8,3570.046,2494.501,4456.266,5481.839999999999,5306.906,3845.036,3421.928,3525.088,2937.166,3979.1,3651.1279999999997,3670.3540000000003,3831.411,3265.594,4860.379000000001,4565.3279999999995,4701.985,3329.611,3825.956,2107.067,3168.36,3760.322,3592.27,4392.529,4755.683,4248.461,5395.048000000001,5825.4529999999995,5966.236,4041.2760000000003,4910.323,4669.32,4157.898,4634.326,5453.070000000001,5657.513,4404.261,3464.4719999999998
Export,564.896,677.133,758.52,746.67,666.563,553.577,363.00800000000004,159.043,0.0,125.338,0.0,113.974,552.141,540.541,578.561,524.97,524.172,605.6310000000001,515.364,525.066,487.582,303.82599999999996,3.647,75.172,138.198,135.914,237.098,529.467,460.899,473.967,370.77,286.01099999999997,382.25600000000003,499.98,624.845,745.548,465.892,466.203,662.115,603.0,671.646,586.5989999999999,522.389,555.793,504.544,477.403,429.627,397.14,237.48499999999999,226.0,341.58,321.869,239.0,257.0,245.985,271.924,275.624,404.188,408.915,376.29200000000003,295.497,390.343,705.701,318.789,364.751,371.969,338.98,357.743,380.793,525.815,620.265,815.287,761.52,773.01,983.888,869.772,685.823,389.601,152.632,269.924,156.335,329.471,222.721,201.607,326.677,743.4939999999999,923.953,576.927,336.018,445.0,260.0,160.0,141.365,212.0,126.0,296.0,313.0,362.0,461.0,606.0,299.0,352.0,406.0,625.0,647.0,678.0,525.0,403.0,488.0,402.0,654.746,846.502,565.2719999999999,400.50199999999995,567.905,692.361,398.438,204.796,251.008,541.6030000000001,417.589,460.488,650.596,1023.0219999999999,1074.659,1202.996,1081.7530000000002,1088.6309999999999,945.053,1032.819,892.594,89.068,1083.444,433.03799999999995,444.043,1003.5310000000001,1061.725,923.5920000000001,910.173,892.14,818.164,844.0930000000001,715.008,476.491,94.743,213.091,483.57099999999997,655.9780000000001,361.401,298.103,653.5409999999999,173.223,99.005,179.34300000000002,149.321,306.03999999999996,377.65999999999997,634.1410000000001,779.721,1387.7510000000002,1188.391,801.931,1084.2250000000001,1279.066,616.143,1093.435,1696.415,1512.808,1669.958,1483.71,1424.462,1513.8780000000002,1492.388
