Trade_Direction,2008-10-01 00:00:00,2008-11-01 00:00:00,2008-12-01 00:00:00,2009-01-01 00:00:00,2009-02-01 00:00:00,2009-03-01 00:00:00,2009-04-01 00:00:00,2009-05-01 00:00:00,2009-06-01 00:00:00,2009-07-01 00:00:00,2009-08-01 00:00:00,2009-09-01 00:00:00,2009-10-01 00:00:00,2009-11-01 00:00:00,2009-12-01 00:00:00,2010-01-01 00:00:00,2010-02-01 00:00:00,2010-03-01 00:00:00,2010-04-01 00:00:00,2010-05-01 00:00:00,2010-06-01 00:00:00,2010-07-01 00:00:00,2010-08-01 00:00:00,2010-09-01 00:00:00,2010-10-01 00:00:00,2010-11-01 00:00:00,2010-12-01 00:00:00,2011-01-01 00:00:00,2011-02-01 00:00:00,2011-03-01 00:00:00,2011-04-01 00:00:00,2011-05-01 00:00:00,2011-06-01 00:00:00,2011-07-01 00:00:00,2011-08-01 00:00:00,2011-09-01 00:00:00,2011-10-01 00:00:00,2011-11-01 00:00:00,2011-12-01 00:00:00,2012-01-01 00:00:00,2012-02-01 00:00:00,2012-03-01 00:00:00,2012-04-01 00:00:00,2012-05-01 00:00:00,2012-06-01 00:00:00,2012-07-01 00:00:00,2012-08-01 00:00:00,2012-09-01 00:00:00,2012-10-01 00:00:00,2012-11-01 00:00:00,2012-12-01 00:00:00,2013-01-01 00:00:00,2013-02-01 00:00:00,2013-03-01 00:00:00,2013-04-01 00:00:00,2013-05-01 00:00:00,2013-06-01 00:00:00,2013-07-01 00:00:00,2013-08-01 00:00:00,2013-09-01 00:00:00,2013-10-01 00:00:00,2013-11-01 00:00:00,2013-12-01 00:00:00,2014-01-01 00:00:00,2014-02-01 00:00:00,2014-03-01 00:00:00,2014-04-01 00:00:00,2014-05-01 00:00:00,2014-06-01 00:00:00,2014-07-01 00:00:00,2014-08-01 00:00:00,2014-09-01 00:00:00,2014-10-01 00:00:00,2014-11-01 00:00:00,2014-12-01 00:00:00,2015-01-01 00:00:00,2015-02-01 00:00:00,2015-03-01 00:00:00,2015-04-01 00:00:00,2015-05-01 00:00:00,2015-06-01 00:00:00,2015-07-01 00:00:00,2015-08-01 00:00:00,2015-09-01 00:00:00,2015-10-01 00:00:00,2015-11-01 00:00:00,2015-12-01 00:00:00,2016-01-01 00:00:00,2016-02-01 00:00:00,2016-03-01 00:00:00,2016-04-01 00:00:00,2016-05-01 00:00:00,2016-06-01 00:00:00,2016-07-01 00:00:00,2016-08-01 00:00:00,2016-09-01 00:00:00,2016-10-01 00:00:00,2016-11-01 00:00:00,2016-12-01 00:00:00,2017-01-01 00:00:00,2017-02-01 00:00:00,2017-03-01 00:00:00,2017-04-01 00:00:00,2017-05-01 00:00:00,2017-06-01 00:00:00,2017-07-01 00:00:00,2017-08-01 00:00:00,2017-09-01 00:00:00,2017-10-01 00:00:00,2017-11-01 00:00:00,2017-12-01 00:00:00,2018-01-01 00:00:00,2018-02-01 00:00:00,2018-03-01 00:00:00,2018-04-01 00:00:00,2018-05-01 00:00:00,2018-06-01 00:00:00,2018-07-01 00:00:00,2018-08-01 00:00:00,2018-09-01 00:00:00,2018-10-01 00:00:00,2018-11-01 00:00:00,2018-12-01 00:00:00,2019-01-01 00:00:00,2019-02-01 00:00:00,2019-03-01 00:00:00,2019-04-01 00:00:00,2019-05-01 00:00:00,2019-06-01 00:00:00,2019-07-01 00:00:00,2019-08-01 00:00:00,2019-09-01 00:00:00,2019-10-01 00:00:00,2019-11-01 00:00:00,2019-12-01 00:00:00,2020-01-01 00:00:00,2020-02-01 00:00:00,2020-03-01 00:00:00,2020-04-01 00:00:00,2020-05-01 00:00:00,2020-06-01 00:00:00,2020-07-01 00:00:00,2020-08-01 00:00:00,2020-09-01 00:00:00,2020-10-01 00:00:00,2020-11-01 00:00:00,2020-12-01 00:00:00,2021-01-01 00:00:00,2021-02-01 00:00:00,2021-03-01 00:00:00,2021-04-01 00:00:00,2021-05-01 00:00:00,2021-06-01 00:00:00,2021-07-01 00:00:00,2021-08-01 00:00:00,2021-09-01 00:00:00,2021-10-01 00:00:00,2021-11-01 00:00:00,2021-12-01 00:00:00,2022-01-01 00:00:00,2022-02-01 00:00:00,2022-03-01 00:00:00,2022-04-01 00:00:00,2022-05-01 00:00:00,2022-06-01 00:00:00,2022-07-01 00:00:00,2022-08-01 00:00:00,2022-09-01 00:00:00,2022-10-01 00:00:00,2022-11-01 00:00:00,2022-12-01 00:00:00,2023-01-01 00:00:00,2023-02-01 00:00:00
Import,2960.654,3003.417,3559.5879999999997,3539.7830000000004,3360.969,3744.963,1856.5059999999999,0.0,0.0,0.0,0.0,0.0,3384.348,4751.964,6005.2480000000005,5081.659,5268.231,5288.59,4374.289,4095.54,3640.4660000000003,2877.602,3082.4120000000003,2690.723,4598.398999999999,5496.675,7175.7,6286.1720000000005,4707.678,4935.5380000000005,4231.933,3917.418,3081.3469999999998,3524.413,3797.947,3270.442,4135.704,4548.977999999999,5263.072,5069.35,4871.245,4396.575,3963.276,3469.11,2771.131,2942.391,2857.004,2026.997,3757.027,4876.105,5624.639999999999,5133.742,4613.284,6007.2880000000005,4471.659,3235.5589999999997,3282.465,2201.2870000000003,1798.549,1819.051,2813.182,4726.337,4512.793,4483.362999999999,4353.927,4441.891,3496.689,3406.742,3386.851,3067.373,2705.062,2860.746,3551.394,4368.9130000000005,5344.83,5141.725,4791.764,4889.669,3039.805,3098.662,2689.782,2873.7740000000003,3430.549,3216.9610000000002,4200.671,4578.951,4520.094,4858.052,4990.57,5585.546,4545.07,3575.89,2641.71,2936.94,2504.5699999999997,3201.79,4121.63,5854.2119999999995,5745.415000000001,5583.891,4885.424,4601.51,3831.55,2983.01,2147.67,3187.65,3316.81,2818.67,3347.45,4929.191,6850.33,5721.281,4280.844,5518.4220000000005,3672.277,2454.852,2059.376,2892.2200000000003,2663.3759999999997,2072.007,3940.86,5154.815,6018.460999999999,5743.734,4135.275,4416.977,4402.374,3893.442,3205.38,1813.0420000000001,2663.2859999999996,791.9589999999998,1774.4779999999998,2710.775,2798.037,2390.5,732.56,2896.123,1086.7540000000001,932.0849999999999,1159.246,1556.664,1150.5549999999998,1596.019,2860.692,2973.1040000000003,3796.255,5134.033,3079.4910000000004,2977.7670000000003,2492.817,2413.075,1500.807,2070.289,580.8870000000001,1843.383,2807.444,3021.7169999999996,3321.855,2795.174,2573.884,2545.145,2079.984,2015.1519999999998,1881.28,2398.011,2170.818,1246.521,2286.176,2149.8920000000003,2978.774,2665.928,2317.727
Export,1421.099,876.256,685.8639999999999,1281.8419999999999,733.526,880.567,531.712,415.305,0.0,0.0,0.0,0.0,976.9549999999999,655.346,566.236,652.9209999999999,630.035,863.684,1397.7060000000001,1802.368,1955.268,1793.1360000000002,1531.6580000000001,1061.825,2004.1789999999999,918.898,668.2620000000001,638.116,601.5980000000001,672.2669999999999,1780.3500000000001,1674.432,1364.9569999999999,1529.014,1907.981,1251.345,2090.285,1671.066,903.598,748.625,866.783,997.066,1222.6960000000001,1141.083,1067.557,1613.666,1806.2269999999999,681.91,541.384,548.581,563.427,579.8919999999999,506.847,586.277,742.611,1061.225,1407.198,1229.252,727.357,751.625,678.538,508.687,460.45799999999997,505.287,479.567,579.6550000000001,1028.881,1443.561,1232.592,1351.75,1029.701,1233.221,1005.49,546.617,487.74699999999996,649.23,592.1690000000001,933.1759999999999,1181.4560000000001,1263.577,921.194,1350.846,1725.703,1474.686,1404.906,1238.176,1022.489,625.569,535.215,620.082,856.433,1344.47,266.144,1611.491,1274.592,1789.195,803.429,327.047,297.0,431.0,330.94,543.924,1406.414,1414.107,890.529,1872.878,1630.721,1242.637,897.507,299.137,232.764,310.0,246.0,258.87,378.14,1015.41,484.54,1787.37,1348.47,930.55,260.33000000000004,317.3,307.02,344.0,264.01,339.84000000000003,873.14,1514.45,1293.96,766.9,632.557,804.39,223.21,306.03,328.03,320.51,288.96,448.52,759.74,1337.84,1041.3400000000001,748.23,386.43,404.31100000000004,288.175,318.47,358.022,409.0,299.0,347.03,317.03,262.04,250.14,361.14,262.06,555.65,1162.29,568.89,620.4100000000001,649.1600000000001,831.78,1287.1100000000001,1897.858,2035.284,1948.36,2022.786,1914.02,1998.74,1944.01,1102.51,1622.88,1340.6599999999999,1338.1599999999999
