Indicator,Indicator_Code,1990M01,1990M02,1990M03,1990M04,1990M05,1990M06,1990M07,1990M08,1990M09,1990M10,1990M11,1990M12,1991M01,1991M02,1991M03,1991M04,1991M05,1991M06,1991M07,1991M08,1991M09,1991M10,1991M11,1991M12,1992M01,1992M02,1992M03,1992M04,1992M05,1992M06,1992M07,1992M08,1992M09,1992M10,1992M11,1992M12,1993M01,1993M02,1993M03,1993M04,1993M05,1993M06,1993M07,1993M08,1993M09,1993M10,1993M11,1993M12,1994M01,1994M02,1994M03,1994M04,1994M05,1994M06,1994M07,1994M08,1994M09,1994M10,1994M11,1994M12,1995M01,1995M02,1995M03,1995M04,1995M05,1995M06,1995M07,1995M08,1995M09,1995M10,1995M11,1995M12,1996M01,1996M02,1996M03,1996M04,1996M05,1996M06,1996M07,1996M08,1996M09,1996M10,1996M11,1996M12,1997M01,1997M02,1997M03,1997M04,1997M05,1997M06,1997M07,1997M08,1997M09,1997M10,1997M11,1997M12,1998M01,1998M02,1998M03,1998M04,1998M05,1998M06,1998M07,1998M08,1998M09,1998M10,1998M11,1998M12,1999M01,1999M02,1999M03,1999M04,1999M05,1999M06,1999M07,1999M08,1999M09,1999M10,1999M11,1999M12,2000M01,2000M02,2000M03,2000M04,2000M05,2000M06,2000M07,2000M08,2000M09,2000M10,2000M11,2000M12,2001M01,2001M02,2001M03,2001M04,2001M05,2001M06,2001M07,2001M08,2001M09,2001M10,2001M11,2001M12,2002M01,2002M02,2002M03,2002M04,2002M05,2002M06,2002M07,2002M08,2002M09,2002M10,2002M11,2002M12,2003M01,2003M02,2003M03,2003M04,2003M05,2003M06,2003M07,2003M08,2003M09,2003M10,2003M11,2003M12,2004M01,2004M02,2004M03,2004M04,2004M05,2004M06,2004M07,2004M08,2004M09,2004M10,2004M11,2004M12,2005M01,2005M02,2005M03,2005M04,2005M05,2005M06,2005M07,2005M08,2005M09,2005M10,2005M11,2005M12,2006M01,2006M02,2006M03,2006M04,2006M05,2006M06,2006M07,2006M08,2006M09,2006M10,2006M11,2006M12,2007M01,2007M02,2007M03,2007M04,2007M05,2007M06,2007M07,2007M08,2007M09,2007M10,2007M11,2007M12,2008M01,2008M02,2008M03,2008M04,2008M05,2008M06,2008M07,2008M08,2008M09,2008M10,2008M11,2008M12,2009M01,2009M02,2009M03,2009M04,2009M05,2009M06,2009M07,2009M08,2009M09,2009M10,2009M11,2009M12,2010M01,2010M02,2010M03,2010M04,2010M05,2010M06,2010M07,2010M08,2010M09,2010M10,2010M11,2010M12,2011M01,2011M02,2011M03,2011M04,2011M05,2011M06,2011M07,2011M08,2011M09,2011M10,2011M11,2011M12,2012M01,2012M02,2012M03,2012M04,2012M05,2012M06,2012M07,2012M08,2012M09,2012M10,2012M11,2012M12,2013M01,2013M02,2013M03,2013M04,2013M05,2013M06,2013M07,2013M08,2013M09,2013M10,2013M11,2013M12,2014M01,2014M02,2014M03,2014M04,2014M05,2014M06,2014M07,2014M08,2014M09,2014M10,2014M11,2014M12,2015M01,2015M02,2015M03,2015M04,2015M05,2015M06,2015M07,2015M08,2015M09,2015M10,2015M11,2015M12,2016M01,2016M02,2016M03,2016M04,2016M05,2016M06,2016M07,2016M08,2016M09,2016M10,2016M11,2016M12,2017M01,2017M02,2017M03,2017M04,2017M05,2017M06,2017M07,2017M08,2017M09,2017M10,2017M11,2017M12,2018M01,2018M02,2018M03,2018M04,2018M05,2018M06,2018M07,2018M08,2018M09,2018M10,2018M11,2018M12,2019M01,2019M02,2019M03,2019M04,2019M05,2019M06,2019M07,2019M08,2019M09,2019M10,2019M11,2019M12,2020M01,2020M02,2020M03,2020M04,2020M05,2020M06,2020M07,2020M08,2020M09,2020M10,2020M11,2020M12,2021M01,2021M02,2021M03,2021M04,2021M05,2021M06,2021M07,2021M08,2021M09,2021M10,2021M11,2021M12,2022M01,2022M02,2022M03,2022M04,2022M05,2022M06,2022M07,2022M08,2022M09,2022M10,2022M11,2022M12,2023M01,2023M02,2023M03
"Unemployment, Persons, Number of",LU_PE_NUM,2011,2017,1994,1970,1906,1864,1940,1960,1957,1930,1973,2081,2187,2256,2357,2419,2432,2430,2549,2597,2566,2500,2500,2542,2632,2624,2596,2623,2618,2708,2770,2780,2765,2786,2782,2834,2917,2938,2909,2821,2828,2884,2907,2899,2844,2807,2767,2763,2755,2752,2697,2622,2638,2665,2695,2657,2569,2489,2410,2380,2411,2449,2427,2358,2359,2413,2450,2469,2402,2356,2241,2256,2264,2274,2279,2227,2248,2269,2289,2298,2241,2189,2106,2056,2031,2022,1981,1931,1959,2034,2026,1966,1873,1829,1753,1715,1731,1766,1744,1689,1713,1762,1822,1809,1758,1722,1664,1697,1717,1739,1721,1665,1661,1722,1766,1768,1691,1674,1609,1617,1611,1643,1611,1552,1521,1541,1584,1608,1582,1523,1449,1419,1438,1439,1390,1320,1360,1463,1539,1551,1512,1489,1460,1446,1443,1483,1493,1469,1450,1509,1585,1619,1575,1530,1463,1420,1462,1507,1468,1397,1383,1499,1556,1561,1503,1459,1404,1369,1371,1398,1384,1346,1354,1413,1450,1454,1435,1413,1374,1366,1398,1396,1366,1350,1361,1405,1452,1477,1540,1546,1516,1486,1530,1580,1592,1578,1611,1675,1739,1751,1731,1660,1623,1609,1667,1695,1661,1579,1581,1624,1695,1707,1671,1600,1510,1501,1556,1591,1606,1532,1604,1706,1850,1904,1923,1931,1921,1957,2094,2234,2262,2300,2376,2468,2522,2521,2517,2439,2363,2328,2462,2523,2469,2385,2392,2458,2495,2499,2531,2481,2407,2411,2452,2467,2409,2399,2469,2554,2659,2721,2727,2693,2596,2567,2612,2611,2565,2458,2471,2561,2583,2585,2572,2510,2441,2430,2533,2506,2457,2403,2445,2491,2559,2553,2465,2322,2269,2242,2217,2189,2104,2000,1991,2004,2014,2017,1999,1889,1773,1753,1794,1799,1751,1744,1783,1817,1831,1823,1775,1654,1597,1586,1661,1669,1612,1547,1578,1627,1677,1638,1633,1568,1500,1480,1517,1519,1473,1398,1426,1457,1476,1463,1457,1415,1390,1370,1391,1414,1373,1294,1280,1331,1391,1412,1410,1335,1282,1247,1286,1264,1233,1200,1268,1287,1340,1339,1319,1258,1200,1236,1330,1337,1295,1235,1262,1374,1553,1665,1733,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
"Labor Markets, Unemployment Rate, Percent",LUR_PT,7,7,6.9,6.9,6.6,6.5,6.8,6.8,6.9,6.8,6.9,7.3,7.7,7.9,8.2,8.4,8.5,8.5,8.9,9.1,9,8.9,8.9,9.1,9.4,9.4,9.4,9.5,9.5,9.8,10,10,10,10,10,10.2,10.4,10.5,10.4,10.1,10.1,10.3,10.3,10.3,10.1,10,9.9,9.9,9.8,9.8,9.6,9.4,9.4,9.5,9.6,9.4,9.1,8.9,8.6,8.5,8.7,8.8,8.7,8.4,8.4,8.6,8.7,8.7,8.5,8.4,8,8,8.1,8.1,8.1,7.9,8,8.1,8.1,8.1,7.9,7.7,7.5,7.3,7.2,7.2,7,6.9,6.9,7.2,7.1,6.9,6.6,6.4,6.2,6.1,6.2,6.3,6.2,6,6.1,6.2,6.4,6.3,6.2,6,5.8,6,6,6.1,6,5.9,5.8,6,6.1,6.1,5.9,5.8,5.6,5.6,5.6,5.7,5.6,5.4,5.3,5.3,5.4,5.5,5.4,5.3,5,4.9,5,5,4.8,4.6,4.7,5,5.3,5.3,5.2,5.1,5,5,5,5.1,5.1,5,5,5.2,5.4,5.5,5.3,5.2,5,4.8,5,5.1,5,4.8,4.7,5.1,5.2,5.2,5.1,4.9,4.7,4.6,4.6,4.7,4.7,4.5,4.6,4.8,4.9,4.9,4.8,4.7,4.6,4.6,4.7,4.7,4.6,4.5,4.5,4.7,4.8,4.9,5.1,5.1,5,4.9,5,5.2,5.2,5.2,5.3,5.5,5.6,5.7,5.6,5.4,5.3,5.2,5.4,5.5,5.4,5.2,5.2,5.3,5.5,5.5,5.4,5.2,4.9,4.8,5,5.1,5.2,4.9,5.2,5.5,5.9,6.1,6.1,6.1,6.1,6.2,6.7,7.1,7.2,7.4,7.6,7.9,8,8,8,7.8,7.5,7.4,7.9,8.1,7.9,7.6,7.6,7.8,7.9,7.9,8,7.8,7.6,7.6,7.8,7.8,7.6,7.6,7.8,8.1,8.3,8.5,8.5,8.4,8.2,8.1,8.2,8.2,8.1,7.8,7.8,8,8,8,8,7.8,7.6,7.6,7.9,7.8,7.7,7.5,7.6,7.7,7.9,7.9,7.6,7.1,7,6.9,6.8,6.8,6.5,6.2,6.1,6.2,6.2,6.2,6.1,5.8,5.4,5.4,5.5,5.5,5.4,5.4,5.5,5.5,5.6,5.5,5.4,5,4.8,4.8,5,5.1,4.9,4.7,4.8,4.9,5,4.9,4.9,4.7,4.5,4.5,4.6,4.6,4.4,4.2,4.3,4.4,4.4,4.4,4.4,4.2,4.2,4.1,4.2,4.2,4.1,3.9,3.8,4,4.1,4.2,4.2,4,3.8,3.7,3.8,3.8,3.7,3.6,3.8,3.8,4,4,3.9,3.7,3.5,3.6,3.9,3.9,3.8,3.7,3.8,4.1,4.6,4.9,5.1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
