Time,Balance,Product,Value,Unit
November 2021,Net Electricity Production,Hydro,975.2167,GWh
November 2021,Net Electricity Production,Wind,7050.8626,GWh
November 2021,Net Electricity Production,Solar,460.7614,GWh
November 2021,Net Electricity Production,Geothermal,0.0,GWh
November 2021,Net Electricity Production,Other Renewables,0.4559,GWh
November 2021,Net Electricity Production,Not Specified,0.0,GWh
November 2021,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",11876.8699,GWh
November 2021,Total Imports,Electricity,1841.0672,GWh
November 2021,Total Exports,Electricity,699.4304,GWh
November 2021,Used for pumped storage,Electricity,241.5608,GWh
November 2021,Distribution Losses,Electricity,2020.7319,GWh
November 2021,Final Consumption (Calculated),Electricity,26400.6396,GWh
October 2021,Net Electricity Production,Electricity,24844.9781,GWh
October 2021,Net Electricity Production,Nuclear,3203.4387,GWh
October 2021,Net Electricity Production,Total Combustible Fuels,12353.5326,GWh
October 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",342.3037,GWh
October 2021,Net Electricity Production,Oil and Petroleum Products,128.5711,GWh
October 2021,Net Electricity Production,Natural Gas,8163.806,GWh
October 2021,Net Electricity Production,Combustible Renewables,3304.7774,GWh
October 2021,Net Electricity Production,Other Combustible Non-Renewables,414.0744,GWh
October 2021,Net Electricity Production,Hydro,846.1323,GWh
October 2021,Net Electricity Production,Wind,7634.9223,GWh
October 2021,Net Electricity Production,Solar,806.4963,GWh
October 2021,Net Electricity Production,Geothermal,0.0,GWh
October 2021,Net Electricity Production,Other Renewables,0.4559,GWh
October 2021,Net Electricity Production,Not Specified,0.0,GWh
October 2021,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",12592.7843,GWh
October 2021,Total Imports,Electricity,2228.9973,GWh
October 2021,Total Exports,Electricity,324.9099,GWh
October 2021,Used for pumped storage,Electricity,222.7847,GWh
October 2021,Distribution Losses,Electricity,1798.8443,GWh
October 2021,Final Consumption (Calculated),Electricity,24727.4365,GWh
September 2021,Net Electricity Production,Electricity,22379.8709,GWh
September 2021,Net Electricity Production,Nuclear,3327.0367,GWh
September 2021,Net Electricity Production,Total Combustible Fuels,13547.6048,GWh
September 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",587.4226,GWh
September 2021,Net Electricity Production,Oil and Petroleum Products,112.7036,GWh
September 2021,Net Electricity Production,Natural Gas,9777.5219,GWh
September 2021,Net Electricity Production,Combustible Renewables,2687.699,GWh
September 2021,Net Electricity Production,Other Combustible Non-Renewables,382.2576,GWh
September 2021,Net Electricity Production,Hydro,356.074,GWh
September 2021,Net Electricity Production,Wind,3918.4148,GWh
September 2021,Net Electricity Production,Solar,1230.2847,GWh
September 2021,Net Electricity Production,Geothermal,0.0,GWh
September 2021,Net Electricity Production,Other Renewables,0.4559,GWh
September 2021,Net Electricity Production,Not Specified,0.0,GWh
September 2021,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",8192.9284,GWh
September 2021,Total Imports,Electricity,2190.8019,GWh
September 2021,Total Exports,Electricity,212.5723,GWh
September 2021,Used for pumped storage,Electricity,234.3663,GWh
September 2021,Distribution Losses,Electricity,1787.8251,GWh
September 2021,Final Consumption (Calculated),Electricity,22335.9091,GWh
August 2021,Net Electricity Production,Electricity,21039.823,GWh
August 2021,Net Electricity Production,Nuclear,3131.1815,GWh
August 2021,Net Electricity Production,Total Combustible Fuels,12302.0787,GWh
August 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",449.424,GWh
August 2021,Net Electricity Production,Oil and Petroleum Products,112.8872,GWh
August 2021,Net Electricity Production,Natural Gas,8421.852,GWh
August 2021,Net Electricity Production,Combustible Renewables,2921.63,GWh
August 2021,Net Electricity Production,Other Combustible Non-Renewables,396.2855,GWh
August 2021,Net Electricity Production,Hydro,340.1166,GWh
August 2021,Net Electricity Production,Wind,3919.5192,GWh
August 2021,Net Electricity Production,Solar,1346.4711,GWh
August 2021,Net Electricity Production,Geothermal,0.0,GWh
August 2021,Net Electricity Production,Other Renewables,0.4559,GWh
August 2021,Net Electricity Production,Not Specified,0.0,GWh
August 2021,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",8528.1928,GWh
August 2021,Total Imports,Electricity,3131.6474,GWh
August 2021,Total Exports,Electricity,213.9962,GWh
August 2021,Used for pumped storage,Electricity,156.9107,GWh
August 2021,Distribution Losses,Electricity,1627.5703,GWh
August 2021,Final Consumption (Calculated),Electricity,22172.9932,GWh
July 2021,Net Electricity Production,Electricity,21783.9096,GWh
July 2021,Net Electricity Production,Nuclear,3160.3045,GWh
July 2021,Net Electricity Production,Total Combustible Fuels,14313.9139,GWh
July 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",630.852,GWh
July 2021,Net Electricity Production,Oil and Petroleum Products,104.2478,GWh
July 2021,Net Electricity Production,Natural Gas,9934.4766,GWh
July 2021,Net Electricity Production,Combustible Renewables,3251.9589,GWh
July 2021,Net Electricity Production,Other Combustible Non-Renewables,392.3787,GWh
July 2021,Net Electricity Production,Hydro,280.3193,GWh
July 2021,Net Electricity Production,Wind,2457.7605,GWh
July 2021,Net Electricity Production,Solar,1571.1554,GWh
July 2021,Net Electricity Production,Geothermal,0.0,GWh
July 2021,Net Electricity Production,Other Renewables,0.4559,GWh
July 2021,Net Electricity Production,Not Specified,0.0,GWh
July 2021,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",7561.65,GWh
July 2021,Total Imports,Electricity,3170.2685,GWh
July 2021,Total Exports,Electricity,418.3809,GWh
July 2021,Used for pumped storage,Electricity,205.0088,GWh
July 2021,Distribution Losses,Electricity,1649.9798,GWh
July 2021,Final Consumption (Calculated),Electricity,22680.8086,GWh
June 2021,Net Electricity Production,Electricity,21348.9082,GWh
June 2021,Net Electricity Production,Nuclear,3683.319,GWh
June 2021,Net Electricity Production,Total Combustible Fuels,12374.7492,GWh
June 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",249.9667,GWh
June 2021,Net Electricity Production,Oil and Petroleum Products,102.1825,GWh
June 2021,Net Electricity Production,Natural Gas,8475.9268,GWh
June 2021,Net Electricity Production,Combustible Renewables,3160.0718,GWh
June 2021,Net Electricity Production,Other Combustible Non-Renewables,386.6015,GWh
June 2021,Net Electricity Production,Hydro,316.9895,GWh
June 2021,Net Electricity Production,Wind,3385.8593,GWh
June 2021,Net Electricity Production,Solar,1587.5351,GWh
June 2021,Net Electricity Production,Geothermal,0.0,GWh
June 2021,Net Electricity Production,Other Renewables,0.4559,GWh
June 2021,Net Electricity Production,Not Specified,0.0,GWh
June 2021,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",8450.9117,GWh
June 2021,Total Imports,Electricity,2706.1787,GWh
June 2021,Total Exports,Electricity,216.4141,GWh
June 2021,Used for pumped storage,Electricity,186.3812,GWh
June 2021,Distribution Losses,Electricity,1642.0499,GWh
June 2021,Final Consumption (Calculated),Electricity,22010.2416,GWh
May 2021,Net Electricity Production,Electricity,23906.8553,GWh
May 2021,Net Electricity Production,Nuclear,3255.9804,GWh
May 2021,Net Electricity Production,Total Combustible Fuels,14203.8718,GWh
May 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",288.5651,GWh
May 2021,Net Electricity Production,Oil and Petroleum Products,111.3633,GWh
May 2021,Net Electricity Production,Natural Gas,10120.5788,GWh
May 2021,Net Electricity Production,Combustible Renewables,3281.1599,GWh
May 2021,Net Electricity Production,Other Combustible Non-Renewables,402.2047,GWh
May 2021,Net Electricity Production,Hydro,484.3397,GWh
May 2021,Net Electricity Production,Wind,4416.3402,GWh
May 2021,Net Electricity Production,Solar,1545.8673,GWh
May 2021,Net Electricity Production,Geothermal,0.0,GWh
May 2021,Net Electricity Production,Other Renewables,0.4559,GWh
May 2021,Net Electricity Production,Not Specified,0.0,GWh
May 2021,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",9728.1631,GWh
May 2021,Total Imports,Electricity,2434.1568,GWh
May 2021,Total Exports,Electricity,376.3849,GWh
May 2021,Used for pumped storage,Electricity,178.0287,GWh
May 2021,Distribution Losses,Electricity,2393.6322,GWh
May 2021,Final Consumption (Calculated),Electricity,23392.9662,GWh
April 2021,Net Electricity Production,Electricity,24753.5904,GWh
April 2021,Net Electricity Production,Nuclear,3433.6211,GWh
April 2021,Net Electricity Production,Total Combustible Fuels,15214.5589,GWh
April 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",304.1297,GWh
April 2021,Net Electricity Production,Oil and Petroleum Products,104.6833,GWh
April 2021,Net Electricity Production,Natural Gas,11449.8092,GWh
April 2021,Net Electricity Production,Combustible Renewables,2957.4926,GWh
April 2021,Net Electricity Production,Other Combustible Non-Renewables,398.4441,GWh
April 2021,Net Electricity Production,Hydro,671.4338,GWh
April 2021,Net Electricity Production,Wind,3796.3789,GWh
April 2021,Net Electricity Production,Solar,1637.1418,GWh
April 2021,Net Electricity Production,Geothermal,0.0,GWh
April 2021,Net Electricity Production,Other Renewables,0.4559,GWh
April 2021,Net Electricity Production,Not Specified,0.0,GWh
April 2021,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",9062.9029,GWh
April 2021,Total Imports,Electricity,1880.4874,GWh
April 2021,Total Exports,Electricity,340.7773,GWh
April 2021,Used for pumped storage,Electricity,227.2954,GWh
