TIME,Value
1974-06,101.077772894896
1974-07,100.476307545616
1974-08,99.8950614333683
1974-09,99.3751122574623
1974-10,98.9588161676939
1974-11,98.6089308162145
1974-12,98.2924948608249
1975-01,97.9982967299802
1975-02,97.7208939917045
1975-03,97.4713622310886
1975-04,97.2712485352187
1975-05,97.1186540004457
1975-06,97.0304047960101
1975-07,97.0367040665703
1975-08,97.1114385043932
1975-09,97.2434318266001
1975-10,97.4392630851498
1975-11,97.6688260924375
1975-12,97.9074849039668
1976-01,98.1444975522827
1976-02,98.3823439766641
1976-03,98.6300611055182
1976-04,98.8957441627102
1976-05,99.1691772694192
1976-06,99.4343154661787
1976-07,99.6740166853993
1976-08,99.8830686338413
1976-09,100.042890330194
1976-10,100.126882913432
1976-11,100.155010703263
1976-12,100.135108776868
1977-01,100.060055339056
1977-02,99.9529738086326
1977-03,99.8306285415652
1977-04,99.6988486467518
1977-05,99.5632155384367
1977-06,99.427716552648
1977-07,99.297251777137
1977-08,99.1800067587914
1977-09,99.0940464023639
1977-10,99.0606891120368
1977-11,99.066596271067
1977-12,99.1060201792184
1978-01,99.1837875408355
1978-02,99.2847662037965
1978-03,99.4000674484365
1978-04,99.5300369751254
1978-05,99.6729233101686
1978-06,99.8325228524863
1978-07,100.01290811194
1978-08,100.196442740382
1978-09,100.359329667571
1978-10,100.484009868088
1978-11,100.592208829523
1978-12,100.713338986047
1979-01,100.869383391079
1979-02,101.04684819486
1979-03,101.227423779361
1979-04,101.397225494453
1979-05,101.552923613343
1979-06,101.687599660225
1979-07,101.790706334121
1979-08,101.869049504741
1979-09,101.922030046809
1979-10,101.941649177669
1979-11,101.937876423436
1979-12,101.915739525518
1980-01,101.875806232227
1980-02,101.833030234074
1980-03,101.803318150311
1980-04,101.792939220339
1980-05,101.774871080725
1980-06,101.703784688837
1980-07,101.538718456123
1980-08,101.318770633672
1980-09,101.087706761194
1980-10,100.873448705761
1980-11,100.678679750555
1980-12,100.504362058833
1981-01,100.353765037663
1981-02,100.216042438173
1981-03,100.08322453193
1981-04,99.9543358656388
1981-05,99.8346083225928
1981-06,99.7387981896926
1981-07,99.6853421012165
1981-08,99.6665955724472
1981-09,99.6822269986316
1981-10,99.7379020942336
1981-11,99.8095903772338
1981-12,99.8685544869162
1982-01,99.8903263142568
1982-02,99.8764073056302
1982-03,99.8202587903897
1982-04,99.7089831444143
1982-05,99.5672344602699
1982-06,99.4185504405092
1982-07,99.2771573291407
1982-08,99.1467101787134
1982-09,99.0313101455613
1982-10,98.9355758241067
1982-11,98.849667463888
1982-12,98.7650051071502
1983-01,98.6801607652
1983-02,98.6055045912794
1983-03,98.5635884258784
1983-04,98.5793411740181
1983-05,98.6375241740137
1983-06,98.7291117839883
1983-07,98.8552417165282
1983-08,98.9977607633621
1983-09,99.1416129679402
1983-10,99.280838683721
1983-11,99.4232404747131
1983-12,99.5842055620341
1984-01,99.7773521952585
1984-02,99.9866127274362
1984-03,100.190851657269
1984-04,100.372369772336
1984-05,100.530429894659
1984-06,100.658675160025
1984-07,100.74600529005
1984-08,100.807267721202
1984-09,100.852806563555
1984-10,100.88407925842
1984-11,100.904996824773
1984-12,100.913636200847
1985-01,100.90430771423
1985-02,100.881900742244
1985-03,100.848237148765
1985-04,100.801503206404
1985-05,100.746938140192
1985-06,100.68710076523
1985-07,100.619967248199
1985-08,100.542301177611
1985-09,100.444300593427
1985-10,100.314777570229
1985-11,100.166672313979
1985-12,100.012424672999
1986-01,99.8579278819903
1986-02,99.7026246907898
1986-03,99.5430720461485
1986-04,99.3773121737003
1986-05,99.2134931133724
1986-06,99.0660031182122
1986-07,98.9496642410926
1986-08,98.8575968562512
1986-09,98.7876047105319
1986-10,98.7442884823498
1986-11,98.7190841015327
1986-12,98.7091479480342
1987-01,98.7181302032816
1987-02,98.7416799742049
1987-03,98.7820298463011
1987-04,98.8480129210231
1987-05,98.9382797519949
1987-06,99.0630199534933
1987-07,99.2414000526796
1987-08,99.4645279713049
1987-09,99.7354777272052
1987-10,100.064566316358
1987-11,100.416808757665
1987-12,100.751479668574
1988-01,101.03852098855
1988-02,101.29252123295
1988-03,101.528148419508
1988-04,101.748624070416
1988-05,101.952570272229
1988-06,102.126177361248
1988-07,102.251901057986
1988-08,102.347498714435
1988-09,102.428430384318
1988-10,102.500385933627
1988-11,102.566478137726
1988-12,102.625680261367
1989-01,102.677126983897
1989-02,102.731305404943
1989-03,102.803300023882
1989-04,102.903306020804
1989-05,103.009326339581
1989-06,103.088379585523
1989-07,103.111693601179
1989-08,103.096866114977
1989-09,103.061297323751
1989-10,103.013763977132
1989-11,102.96673476696
1989-12,102.932291238743
1990-01,102.917544566661
1990-02,102.907466646627
1990-03,102.881343579752
1990-04,102.824560403758
1990-05,102.756430971237
1990-06,102.704393277116
1990-07,102.689551042654
1990-08,102.696123561024
1990-09,102.703972086624
1990-10,102.699711471537
1990-11,102.686545794775
1990-12,102.669527738363
1991-01,102.649723025091
1991-02,102.622227235931
1991-03,102.574455577273
1991-04,102.492123724056
1991-05,102.385504532392
1991-06,102.260999883383
1991-07,102.116999865382
1991-08,101.957627413593
1991-09,101.779237911151
1991-10,101.57229122398
1991-11,101.342240786307
1991-12,101.087749710517
1992-01,100.802010647503
1992-02,100.498506285143
1992-03,100.190429059917
1992-04,99.887866167881
1992-05,99.5995574385034
1992-06,99.3418163911273
1992-07,99.1331971287785
1992-08,98.958593549971
1992-09,98.8069752957472
1992-10,98.6751080131771
1992-11,98.5482882942731
1992-12,98.4132781554874
1993-01,98.2661919535431
